    Freq      Node         Xundef          Yundef          Zundef            Xdef            Ydef            Zdef           Xdisp           Ydisp           Zdisp
 7.64560    385.0      1.90940000      0.01266700      0.07357700      1.90942144      0.01618296      0.07370015      0.00002144      0.00351596      0.00012315
 7.64560    386.0      1.90940000      0.01816300      0.08753600      1.90940697      0.02188341      0.08773964      0.00000697      0.00372041      0.00020364
 7.64560    387.0      1.90940000      0.02459700      0.10109000      1.90941038      0.02853546      0.10139719      0.00001038      0.00393846      0.00030719
 7.64560    388.0      1.90940000      0.03194100      0.11417000      1.90943069      0.03610307      0.11460272      0.00003069      0.00416207      0.00043272
 7.64560    389.0      1.90940000      0.04015800      0.12672000      1.90945405      0.04454224      0.12729822      0.00005405      0.00438424      0.00057822
 7.64560    390.0      1.90940000      0.04921200      0.13868000      1.90948054      0.05381157      0.13942122      0.00008054      0.00459957      0.00074122
 7.64560    391.0      1.90940000      0.05906100      0.15000000      1.90951021      0.06386545      0.15091953      0.00011021      0.00480445      0.00091953
 7.64560    392.0      1.89440000      0.05907000     -0.15000000      1.89451018      0.06381829     -0.14908957      0.00011018      0.00474829      0.00091043
 7.64560    393.0      1.89440000      0.04922100     -0.13868000      1.89448050      0.05376648     -0.13794610      0.00008050      0.00454548      0.00073390
 7.64560    394.0      1.89440000      0.04016600     -0.12672000      1.89445402      0.04449833     -0.12614748      0.00005402      0.00433233      0.00057252
 7.64560    395.0      1.89440000      0.03194800     -0.11417000      1.89443067      0.03606041     -0.11374151      0.00003067      0.00411241      0.00042849
 7.64560    396.0      1.89440000      0.02460400     -0.10109000      1.89441037      0.02849508     -0.10078578      0.00001037      0.00389108      0.00030422
 7.64560    397.0      1.89440000      0.01816800     -0.08753900      1.89440697      0.02184327     -0.08733728      0.00000697      0.00367527      0.00020172
 7.64560    398.0      1.89440000      0.01267100     -0.07358000      1.89442143      0.01614395     -0.07345795      0.00002143      0.00347295      0.00012205
 7.64560    399.0      1.89440000      0.00813840     -0.05927900      1.89443311      0.01143093     -0.05921410      0.00003311      0.00329253      0.00006490
 7.64560    400.0      1.89440000      0.00459070     -0.04470300      1.89444209      0.00773283     -0.04467455      0.00004209      0.00314213      0.00002845
 7.64560    401.0      1.89440000      0.00204460     -0.02991900      1.89444845      0.00507355     -0.02990945      0.00004845      0.00302895      0.00000955
 7.64560    402.0      1.89440000      0.00051198     -0.01499500      1.89445224      0.00347063     -0.01499096      0.00005224      0.00295865      0.00000404
 7.64560    403.0      1.89440000      0.00000000     -0.00000185      1.89445350      0.00293480      0.00000174      0.00005350      0.00293480      0.00000359
 7.64560    404.0      1.89440000      0.00051102      0.01499100      1.89445224      0.00346967      0.01499500      0.00005224      0.00295865      0.00000400
 7.64560    405.0      1.89440000      0.00204270      0.02991500      1.89444845      0.00507165      0.02992438      0.00004845      0.00302895      0.00000938
 7.64560    406.0      1.89440000      0.00458780      0.04470000      1.89444209      0.00772993      0.04472826      0.00004209      0.00314213      0.00002826
 7.64560    407.0      1.89440000      0.00813460      0.05927600      1.89443311      0.01142713      0.05934070      0.00003311      0.00329253      0.00006470
 7.64560    408.0      1.89440000      0.01266700      0.07357700      1.89442143      0.01613996      0.07369883      0.00002143      0.00347296      0.00012183
 7.64560    409.0      1.89440000      0.01816300      0.08753600      1.89440697      0.02183828      0.08773749      0.00000697      0.00367528      0.00020149
 7.64560    410.0      1.89440000      0.02459700      0.10109000      1.89441037      0.02848810      0.10139397      0.00001037      0.00389110      0.00030397
 7.64560    411.0      1.89440000      0.03194100      0.11417000      1.89443067      0.03605344      0.11459823      0.00003067      0.00411244      0.00042823
 7.64560    412.0      1.89440000      0.04015800      0.12672000      1.89445402      0.04449037      0.12729225      0.00005402      0.00433237      0.00057225
 7.64560    413.0      1.89440000      0.04921200      0.13868000      1.89448050      0.05375753      0.13941361      0.00008050      0.00454553      0.00073361
 7.64560    414.0      1.89440000      0.05906100      0.15000000      1.89451018      0.06380935      0.15091013      0.00011018      0.00474835      0.00091013
 7.64560    415.0      1.87940000      0.05907000     -0.15000000      1.87951014      0.06376208     -0.14909907      0.00011014      0.00469208      0.00090093
 7.64560    416.0      1.87940000      0.04922100     -0.13868000      1.87948046      0.05371236     -0.13795378      0.00008046      0.00449136      0.00072622
 7.64560    417.0      1.87940000      0.04016600     -0.12672000      1.87945399      0.04444640     -0.12615349      0.00005399      0.00428040      0.00056651
 7.64560    418.0      1.87940000      0.03194800     -0.11417000      1.87943065      0.03601075     -0.11374603      0.00003065      0.00406275      0.00042397
 7.64560    419.0      1.87940000      0.02460400     -0.10109000      1.87941036      0.02844772     -0.10078901      0.00001036      0.00384372      0.00030099
 7.64560    420.0      1.87940000      0.01816800     -0.08753900      1.87940697      0.02179817     -0.08733944      0.00000697      0.00363017      0.00019956
 7.64560    421.0      1.87940000      0.01267100     -0.07358000      1.87942142      0.01610099     -0.07345927      0.00002142      0.00342999      0.00012073
 7.64560    422.0      1.87940000      0.00813840     -0.05927900      1.87943309      0.01138989     -0.05921481      0.00003309      0.00325149      0.00006419
 7.64560    423.0      1.87940000      0.00459070     -0.04470300      1.87944206      0.00769341     -0.04467487      0.00004206      0.00310271      0.00002813
 7.64560    424.0      1.87940000      0.00204460     -0.02991900      1.87944842      0.00503538     -0.02990958      0.00004842      0.00299078      0.00000942
 7.64560    425.0      1.87940000      0.00051198     -0.01499500      1.87945220      0.00343323     -0.01499105      0.00005220      0.00292125      0.00000395
 7.64560    426.0      1.87940000      0.00000000     -0.00000185      1.87945346      0.00289767      0.00000166      0.00005346      0.00289767      0.00000351
 7.64560    427.0      1.87940000      0.00051102      0.01499100      1.87945220      0.00343227      0.01499491      0.00005220      0.00292125      0.00000391
 7.64560    428.0      1.87940000      0.00204270      0.02991500      1.87944842      0.00503348      0.02992426      0.00004842      0.00299078      0.00000926
 7.64560    429.0      1.87940000      0.00458780      0.04470000      1.87944206      0.00769051      0.04472794      0.00004206      0.00310271      0.00002794
 7.64560    430.0      1.87940000      0.00813460      0.05927600      1.87943309      0.01138609      0.05933999      0.00003309      0.00325149      0.00006399
 7.64560    431.0      1.87940000      0.01266700      0.07357700      1.87942142      0.01609700      0.07369751      0.00002142      0.00343000      0.00012051
 7.64560    432.0      1.87940000      0.01816300      0.08753600      1.87940697      0.02179319      0.08773533      0.00000697      0.00363019      0.00019933
 7.64560    433.0      1.87940000      0.02459700      0.10109000      1.87941036      0.02844074      0.10139074      0.00001036      0.00384374      0.00030074
 7.64560    434.0      1.87940000      0.03194100      0.11417000      1.87943065      0.03600378      0.11459371      0.00003065      0.00406278      0.00042371
 7.64560    435.0      1.87940000      0.04015800      0.12672000      1.87945399      0.04443844      0.12728624      0.00005399      0.00428044      0.00056624
 7.64560    436.0      1.87940000      0.04921200      0.13868000      1.87948046      0.05370340      0.13940593      0.00008046      0.00449140      0.00072593
 7.64560    437.0      1.87940000      0.05906100      0.15000000      1.87951014      0.06375314      0.15090063      0.00011014      0.00469214      0.00090063
 7.64560    438.0      1.86430000      0.05907000     -0.15000000      1.86441010      0.06370578     -0.14910865      0.00011010      0.00463578      0.00089135
 7.64560    439.0      1.86430000      0.04922100     -0.13868000      1.86438042      0.05365816     -0.13796152      0.00008042      0.00443716      0.00071848
 7.64560    440.0      1.86430000      0.04016600     -0.12672000      1.86435395      0.04439443     -0.12615954      0.00005395      0.00422843      0.00056046
 7.64560    441.0      1.86430000      0.03194800     -0.11417000      1.86433062      0.03596107     -0.11375058      0.00003062      0.00401307      0.00041942
 7.64560    442.0      1.86430000      0.02460400     -0.10109000      1.86431034      0.02840037     -0.10079226      0.00001034      0.00379637      0.00029774
 7.64560    443.0      1.86430000      0.01816800     -0.08753900      1.86430697      0.02175309     -0.08734160      0.00000697      0.00358509      0.00019740
 7.64560    444.0      1.86430000      0.01267100     -0.07358000      1.86432141      0.01605804     -0.07346059      0.00002141      0.00338704      0.00011941
 7.64560    445.0      1.86430000      0.00813840     -0.05927900      1.86433307      0.01134888     -0.05921552      0.00003307      0.00321048      0.00006348
 7.64560    446.0      1.86430000      0.00459070     -0.04470300      1.86434204      0.00765403     -0.04467519      0.00004204      0.00306333      0.00002781
 7.64560    447.0      1.86430000      0.00204460     -0.02991900      1.86434838      0.00499723     -0.02990971      0.00004838      0.00295263      0.00000929
 7.64560    448.0      1.86430000      0.00051198     -0.01499500      1.86435217      0.00339585     -0.01499113      0.00005217      0.00288387      0.00000387
 7.64560    449.0      1.86430000      0.00000000     -0.00000185      1.86435342      0.00286056      0.00000158      0.00005342      0.00286056      0.00000343
 7.64560    450.0      1.86430000      0.00051102      0.01499100      1.86435217      0.00339489      0.01499483      0.00005217      0.00288387      0.00000383
 7.64560    451.0      1.86430000      0.00204270      0.02991500      1.86434838      0.00499533      0.02992413      0.00004838      0.00295263      0.00000913
 7.64560    452.0      1.86430000      0.00458780      0.04470000      1.86434204      0.00765113      0.04472762      0.00004204      0.00306333      0.00002762
 7.64560    453.0      1.86430000      0.00813460      0.05927600      1.86433307      0.01134508      0.05933928      0.00003307      0.00321048      0.00006328
 7.64560    454.0      1.86430000      0.01266700      0.07357700      1.86432141      0.01605406      0.07369620      0.00002141      0.00338706      0.00011920
 7.64560    455.0      1.86430000      0.01816300      0.08753600      1.86430697      0.02174810      0.08773317      0.00000697      0.00358510      0.00019717
 7.64560    456.0      1.86430000      0.02459700      0.10109000      1.86431034      0.02839339      0.10138750      0.00001034      0.00379639      0.00029750
 7.64560    457.0      1.86430000      0.03194100      0.11417000      1.86433062      0.03595410      0.11458916      0.00003062      0.00401310      0.00041916
 7.64560    458.0      1.86430000      0.04015800      0.12672000      1.86435395      0.04438647      0.12728019      0.00005395      0.00422847      0.00056019
 7.64560    459.0      1.86430000      0.04921200      0.13868000      1.86438042      0.05364921      0.13939820      0.00008042      0.00443721      0.00071820
 7.64560    460.0      1.86430000      0.05906100      0.15000000      1.86441010      0.06369684      0.15089106      0.00011010      0.00463584      0.00089106
 7.64560    461.0      1.84930000      0.05907000     -0.15000000      1.84941005      0.06364940     -0.14911830      0.00011005      0.00457940      0.00088170
 7.64560    462.0      1.84930000      0.04922100     -0.13868000      1.84938037      0.05360392     -0.13796931      0.00008037      0.00438292      0.00071069
 7.64560    463.0      1.84930000      0.04016600     -0.12672000      1.84935391      0.04434242     -0.12616563      0.00005391      0.00417642      0.00055437
 7.64560    464.0      1.84930000      0.03194800     -0.11417000      1.84933059      0.03591138     -0.11375515      0.00003059      0.00396338      0.00041485
 7.64560    465.0      1.84930000      0.02460400     -0.10109000      1.84931033      0.02835301     -0.10079551      0.00001033      0.00374901      0.00029449
 7.64560    466.0      1.84930000      0.01816800     -0.08753900      1.84930697      0.02170802     -0.08734377      0.00000697      0.00354002      0.00019523
 7.64560    467.0      1.84930000      0.01267100     -0.07358000      1.84932140      0.01601513     -0.07346191      0.00002140      0.00334413      0.00011809
 7.64560    468.0      1.84930000      0.00813840     -0.05927900      1.84933305      0.01130790     -0.05921623      0.00003305      0.00316950      0.00006277
 7.64560    469.0      1.84930000      0.00459070     -0.04470300      1.84934200      0.00761468     -0.04467551      0.00004200      0.00302398      0.00002749
 7.64560    470.0      1.84930000      0.00204460     -0.02991900      1.84934834      0.00495912     -0.02990983      0.00004834      0.00291452      0.00000917
 7.64560    471.0      1.84930000      0.00051198     -0.01499500      1.84935212      0.00335851     -0.01499122      0.00005212      0.00284653      0.00000378
 7.64560    472.0      1.84930000      0.00000000     -0.00000185      1.84935338      0.00282347      0.00000150      0.00005338      0.00282347      0.00000335
 7.64560    473.0      1.84930000      0.00051102      0.01499100      1.84935212      0.00335755      0.01499474      0.00005212      0.00284653      0.00000374
 7.64560    474.0      1.84930000      0.00204270      0.02991500      1.84934834      0.00495722      0.02992401      0.00004834      0.00291452      0.00000901
 7.64560    475.0      1.84930000      0.00458780      0.04470000      1.84934200      0.00761178      0.04472730      0.00004200      0.00302398      0.00002730
 7.64560    476.0      1.84930000      0.00813460      0.05927600      1.84933305      0.01130411      0.05933857      0.00003305      0.00316951      0.00006257
 7.64560    477.0      1.84930000      0.01266700      0.07357700      1.84932140      0.01601114      0.07369488      0.00002140      0.00334414      0.00011788
 7.64560    478.0      1.84930000      0.01816300      0.08753600      1.84930697      0.02170303      0.08773100      0.00000697      0.00354003      0.00019500
 7.64560    479.0      1.84930000      0.02459700      0.10109000      1.84931033      0.02834603      0.10138425      0.00001033      0.00374903      0.00029425
 7.64560    480.0      1.84930000      0.03194100      0.11417000      1.84933059      0.03590440      0.11458460      0.00003059      0.00396340      0.00041460
 7.64560    481.0      1.84930000      0.04015800      0.12672000      1.84935391      0.04433445      0.12727410      0.00005391      0.00417645      0.00055410
 7.64560    482.0      1.84930000      0.04921200      0.13868000      1.84938037      0.05359496      0.13939041      0.00008037      0.00438296      0.00071041
 7.64560    483.0      1.84930000      0.05906100      0.15000000      1.84941005      0.06364045      0.15088141      0.00011005      0.00457945      0.00088141
 7.64560    484.0      1.83430000      0.05907000     -0.15000000      1.83440999      0.06359294     -0.14912802      0.00010999      0.00452294      0.00087198
 7.64560    485.0      1.83430000      0.04922100     -0.13868000      1.83438032      0.05354961     -0.13797715      0.00008032      0.00432861      0.00070285
 7.64560    486.0      1.83430000      0.04016600     -0.12672000      1.83435386      0.04429037     -0.12617176      0.00005386      0.00412437      0.00054824
 7.64560    487.0      1.83430000      0.03194800     -0.11417000      1.83433056      0.03586167     -0.11375974      0.00003056      0.00391367      0.00041026
 7.64560    488.0      1.83430000      0.02460400     -0.10109000      1.83431031      0.02830566     -0.10079878      0.00001031      0.00370166      0.00029122
 7.64560    489.0      1.83430000      0.01816800     -0.08753900      1.83430697      0.02166297     -0.08734595      0.00000697      0.00349497      0.00019305
 7.64560    490.0      1.83430000      0.01267100     -0.07358000      1.83432138      0.01597225     -0.07346323      0.00002138      0.00330125      0.00011677
 7.64560    491.0      1.83430000      0.00813840     -0.05927900      1.83433302      0.01126696     -0.05921694      0.00003302      0.00312856      0.00006206
 7.64560    492.0      1.83430000      0.00459070     -0.04470300      1.83434197      0.00757536     -0.04467583      0.00004197      0.00298466      0.00002717
 7.64560    493.0      1.83430000      0.00204460     -0.02991900      1.83434830      0.00492103     -0.02990996      0.00004830      0.00287643      0.00000904
 7.64560    494.0      1.83430000      0.00051198     -0.01499500      1.83435208      0.00332119     -0.01499130      0.00005208      0.00280921      0.00000370
 7.64560    495.0      1.83430000      0.00000000     -0.00000185      1.83435333      0.00278641      0.00000142      0.00005333      0.00278641      0.00000327
 7.64560    496.0      1.83430000      0.00051102      0.01499100      1.83435208      0.00332023      0.01499466      0.00005208      0.00280921      0.00000366
 7.64560    497.0      1.83430000      0.00204270      0.02991500      1.83434830      0.00491913      0.02992388      0.00004830      0.00287643      0.00000888
 7.64560    498.0      1.83430000      0.00458780      0.04470000      1.83434197      0.00757246      0.04472699      0.00004197      0.00298466      0.00002699
 7.64560    499.0      1.83430000      0.00813460      0.05927600      1.83433302      0.01126316      0.05933787      0.00003302      0.00312856      0.00006187
 7.64560    500.0      1.83430000      0.01266700      0.07357700      1.83432138      0.01596826      0.07369356      0.00002138      0.00330126      0.00011656
 7.64560    501.0      1.83430000      0.01816300      0.08753600      1.83430697      0.02165798      0.08772883      0.00000697      0.00349498      0.00019283
 7.64560    502.0      1.83430000      0.02459700      0.10109000      1.83431031      0.02829867      0.10138098      0.00001031      0.00370167      0.00029098
 7.64560    503.0      1.83430000      0.03194100      0.11417000      1.83433056      0.03585470      0.11458001      0.00003056      0.00391370      0.00041001
 7.64560    504.0      1.83430000      0.04015800      0.12672000      1.83435386      0.04428241      0.12726798      0.00005386      0.00412441      0.00054798
 7.64560    505.0      1.83430000      0.04921200      0.13868000      1.83438032      0.05354065      0.13938257      0.00008032      0.00432865      0.00070257
 7.64560    506.0      1.83430000      0.05906100      0.15000000      1.83440999      0.06358399      0.15087169      0.00010999      0.00452299      0.00087169
 7.64560    507.0      1.81920000      0.05907000     -0.15000000      1.81930992      0.06353641     -0.14913780      0.00010992      0.00446641      0.00086220
 7.64560    508.0      1.81920000      0.04922100     -0.13868000      1.81928026      0.05349524     -0.13798504      0.00008026      0.00427424      0.00069496
 7.64560    509.0      1.81920000      0.04016600     -0.12672000      1.81925382      0.04423830     -0.12617792      0.00005382      0.00407230      0.00054208
 7.64560    510.0      1.81920000      0.03194800     -0.11417000      1.81923053      0.03581195     -0.11376436      0.00003053      0.00386395      0.00040564
 7.64560    511.0      1.81920000      0.02460400     -0.10109000      1.81921030      0.02825831     -0.10080206      0.00001030      0.00365431      0.00028794
 7.64560    512.0      1.81920000      0.01816800     -0.08753900      1.81920697      0.02161794     -0.08734813      0.00000697      0.00344994      0.00019087
 7.64560    513.0      1.81920000      0.01267100     -0.07358000      1.81922137      0.01592941     -0.07346455      0.00002137      0.00325841      0.00011545
 7.64560    514.0      1.81920000      0.00813840     -0.05927900      1.81923299      0.01122605     -0.05921764      0.00003299      0.00308765      0.00006136
 7.64560    515.0      1.81920000      0.00459070     -0.04470300      1.81924193      0.00753609     -0.04467614      0.00004193      0.00294539      0.00002686
 7.64560    516.0      1.81920000      0.00204460     -0.02991900      1.81924826      0.00488298     -0.02991008      0.00004826      0.00283838      0.00000892
 7.64560    517.0      1.81920000      0.00051198     -0.01499500      1.81925203      0.00328391     -0.01499139      0.00005203      0.00277193      0.00000361
 7.64560    518.0      1.81920000      0.00000000     -0.00000185      1.81925328      0.00274939      0.00000134      0.00005328      0.00274939      0.00000319
 7.64560    519.0      1.81920000      0.00051102      0.01499100      1.81925203      0.00328295      0.01499457      0.00005203      0.00277193      0.00000357
 7.64560    520.0      1.81920000      0.00204270      0.02991500      1.81924826      0.00488108      0.02992376      0.00004826      0.00283838      0.00000876
 7.64560    521.0      1.81920000      0.00458780      0.04470000      1.81924193      0.00753319      0.04472667      0.00004193      0.00294539      0.00002667
 7.64560    522.0      1.81920000      0.00813460      0.05927600      1.81923299      0.01122225      0.05933716      0.00003299      0.00308765      0.00006116
 7.64560    523.0      1.81920000      0.01266700      0.07357700      1.81922137      0.01592541      0.07369224      0.00002137      0.00325841      0.00011524
 7.64560    524.0      1.81920000      0.01816300      0.08753600      1.81920697      0.02161295      0.08772666      0.00000697      0.00344995      0.00019066
 7.64560    525.0      1.81920000      0.02459700      0.10109000      1.81921030      0.02825133      0.10137770      0.00001030      0.00365433      0.00028770
 7.64560    526.0      1.81920000      0.03194100      0.11417000      1.81923053      0.03580498      0.11457539      0.00003053      0.00386398      0.00040539
 7.64560    527.0      1.81920000      0.04015800      0.12672000      1.81925382      0.04423034      0.12726182      0.00005382      0.00407234      0.00054182
 7.64560    528.0      1.81920000      0.04921200      0.13868000      1.81928026      0.05348629      0.13937469      0.00008026      0.00427429      0.00069469
 7.64560    529.0      1.81920000      0.05906100      0.15000000      1.81930992      0.06352746      0.15086191      0.00010992      0.00446646      0.00086191
 7.64560    530.0      1.80420000      0.05907000     -0.15000000      1.80430985      0.06347983     -0.14914764      0.00010985      0.00440983      0.00085236
 7.64560    531.0      1.80420000      0.04922100     -0.13868000      1.80428019      0.05344085     -0.13799298      0.00008019      0.00421985      0.00068702
 7.64560    532.0      1.80420000      0.04016600     -0.12672000      1.80425377      0.04418620     -0.12618411      0.00005377      0.00402020      0.00053589
 7.64560    533.0      1.80420000      0.03194800     -0.11417000      1.80423049      0.03576222     -0.11376900      0.00003049      0.00381422      0.00040100
 7.64560    534.0      1.80420000      0.02460400     -0.10109000      1.80421028      0.02821098     -0.10080536      0.00001028      0.00360698      0.00028464
 7.64560    535.0      1.80420000      0.01816800     -0.08753900      1.80420697      0.02157293     -0.08735031      0.00000697      0.00340493      0.00018869
 7.64560    536.0      1.80420000      0.01267100     -0.07358000      1.80422135      0.01588658     -0.07346588      0.00002135      0.00321558      0.00011412
 7.64560    537.0      1.80420000      0.00813840     -0.05927900      1.80423296      0.01118519     -0.05921835      0.00003296      0.00304679      0.00006065
 7.64560    538.0      1.80420000      0.00459070     -0.04470300      1.80424189      0.00749685     -0.04467646      0.00004189      0.00290615      0.00002654
 7.64560    539.0      1.80420000      0.00204460     -0.02991900      1.80424821      0.00484497     -0.02991021      0.00004821      0.00280037      0.00000879
 7.64560    540.0      1.80420000      0.00051198     -0.01499500      1.80425198      0.00324666     -0.01499147      0.00005198      0.00273468      0.00000353
 7.64560    541.0      1.80420000      0.00000000     -0.00000186      1.80425323      0.00271241      0.00000126      0.00005323      0.00271241      0.00000311
 7.64560    542.0      1.80420000      0.00051102      0.01499100      1.80425198      0.00324570      0.01499449      0.00005198      0.00273468      0.00000349
 7.64560    543.0      1.80420000      0.00204270      0.02991500      1.80424821      0.00484307      0.02992364      0.00004821      0.00280037      0.00000864
 7.64560    544.0      1.80420000      0.00458780      0.04470000      1.80424189      0.00749395      0.04472636      0.00004189      0.00290615      0.00002636
 7.64560    545.0      1.80420000      0.00813460      0.05927600      1.80423296      0.01118139      0.05933646      0.00003296      0.00304679      0.00006046
 7.64560    546.0      1.80420000      0.01266700      0.07357700      1.80422135      0.01588258      0.07369092      0.00002135      0.00321558      0.00011392
 7.64560    547.0      1.80420000      0.01816300      0.08753600      1.80420697      0.02156794      0.08772447      0.00000697      0.00340494      0.00018847
 7.64560    548.0      1.80420000      0.02459700      0.10109000      1.80421028      0.02820399      0.10137441      0.00001028      0.00360699      0.00028441
 7.64560    549.0      1.80420000      0.03194100      0.11417000      1.80423049      0.03575525      0.11457076      0.00003049      0.00381425      0.00040076
 7.64560    550.0      1.80420000      0.04015800      0.12672000      1.80425376      0.04417823      0.12725563      0.00005376      0.00402023      0.00053563
 7.64560    551.0      1.80420000      0.04921200      0.13868000      1.80428019      0.05343190      0.13936675      0.00008019      0.00421990      0.00068675
 7.64560    552.0      1.80420000      0.05906100      0.15000000      1.80430985      0.06347088      0.15085208      0.00010985      0.00440988      0.00085208
 7.64560    553.0      1.78920000      0.05907000     -0.15000000      1.78930976      0.06342320     -0.14915754      0.00010976      0.00435320      0.00084246
 7.64560    554.0      1.78920000      0.04922100     -0.13868000      1.78928012      0.05338643     -0.13800095      0.00008012      0.00416543      0.00067905
 7.64560    555.0      1.78920000      0.04016600     -0.12672000      1.78925371      0.04413409     -0.12619033      0.00005371      0.00396809      0.00052967
 7.64560    556.0      1.78920000      0.03194800     -0.11417000      1.78923045      0.03571250     -0.11377365      0.00003045      0.00376450      0.00039635
 7.64560    557.0      1.78920000      0.02460400     -0.10109000      1.78921026      0.02816365     -0.10080866      0.00001026      0.00355965      0.00028134
 7.64560    558.0      1.78920000      0.01816800     -0.08753900      1.78920697      0.02152795     -0.08735250      0.00000697      0.00335995      0.00018650
 7.64560    559.0      1.78920000      0.01267100     -0.07358000      1.78922133      0.01584380     -0.07346720      0.00002133      0.00317280      0.00011280
 7.64560    560.0      1.78920000      0.00813840     -0.05927900      1.78923293      0.01114436     -0.05921906      0.00003293      0.00300596      0.00005994
 7.64560    561.0      1.78920000      0.00459070     -0.04470300      1.78924185      0.00745766     -0.04467678      0.00004185      0.00286696      0.00002622
 7.64560    562.0      1.78920000      0.00204460     -0.02991900      1.78924816      0.00480701     -0.02991033      0.00004816      0.00276241      0.00000867
 7.64560    563.0      1.78920000      0.00051198     -0.01499500      1.78925192      0.00320947     -0.01499156      0.00005192      0.00269749      0.00000344
 7.64560    564.0      1.78920000      0.00000000     -0.00000186      1.78925317      0.00267547      0.00000118      0.00005317      0.00267547      0.00000303
 7.64560    565.0      1.78920000      0.00051102      0.01499100      1.78925192      0.00320851      0.01499441      0.00005192      0.00269749      0.00000341
 7.64560    566.0      1.78920000      0.00204270      0.02991500      1.78924816      0.00480511      0.02992351      0.00004816      0.00276241      0.00000851
 7.64560    567.0      1.78920000      0.00458780      0.04470000      1.78924185      0.00745476      0.04472604      0.00004185      0.00286696      0.00002604
 7.64560    568.0      1.78920000      0.00813460      0.05927600      1.78923293      0.01114056      0.05933575      0.00003293      0.00300596      0.00005975
 7.64560    569.0      1.78920000      0.01266700      0.07357700      1.78922133      0.01583981      0.07368959      0.00002133      0.00317281      0.00011259
 7.64560    570.0      1.78920000      0.01816300      0.08753600      1.78920697      0.02152296      0.08772228      0.00000697      0.00335996      0.00018628
 7.64560    571.0      1.78920000      0.02459700      0.10109000      1.78921026      0.02815666      0.10137111      0.00001026      0.00355966      0.00028111
 7.64560    572.0      1.78920000      0.03194100      0.11417000      1.78923045      0.03570553      0.11456611      0.00003045      0.00376453      0.00039611
 7.64560    573.0      1.78920000      0.04015800      0.12672000      1.78925371      0.04412612      0.12724941      0.00005371      0.00396812      0.00052941
 7.64560    574.0      1.78920000      0.04921200      0.13868000      1.78928012      0.05337747      0.13935878      0.00008012      0.00416547      0.00067878
 7.64560    575.0      1.78920000      0.05906100      0.15000000      1.78930976      0.06341426      0.15084218      0.00010976      0.00435326      0.00084218
 7.64560    576.0      1.77410000      0.05907000     -0.15000000      1.77420967      0.06336654     -0.14916749      0.00010967      0.00429654      0.00083251
 7.64560    577.0      1.77410000      0.04922100     -0.13868000      1.77418004      0.05333197     -0.13800897      0.00008004      0.00411097      0.00067103
 7.64560    578.0      1.77410000      0.04016600     -0.12672000      1.77415365      0.04408195     -0.12619659      0.00005365      0.00391595      0.00052341
 7.64560    579.0      1.77410000      0.03194800     -0.11417000      1.77413041      0.03566277     -0.11377833      0.00003041      0.00371477      0.00039167
 7.64560    580.0      1.77410000      0.02460400     -0.10109000      1.77411024      0.02811634     -0.10081198      0.00001024      0.00351234      0.00027802
 7.64560    581.0      1.77410000      0.01816800     -0.08753900      1.77410697      0.02148300     -0.08735470      0.00000697      0.00331500      0.00018430
 7.64560    582.0      1.77410000      0.01267100     -0.07358000      1.77412131      0.01580105     -0.07346853      0.00002131      0.00313005      0.00011147
 7.64560    583.0      1.77410000      0.00813840     -0.05927900      1.77413289      0.01110358     -0.05921977      0.00003289      0.00296518      0.00005923
 7.64560    584.0      1.77410000      0.00459070     -0.04470300      1.77414180      0.00741851     -0.04467710      0.00004180      0.00282781      0.00002590
 7.64560    585.0      1.77410000      0.00204460     -0.02991900      1.77414810      0.00476910     -0.02991046      0.00004810      0.00272450      0.00000854
 7.64560    586.0      1.77410000      0.00051198     -0.01499500      1.77415186      0.00317231     -0.01499164      0.00005186      0.00266033      0.00000336
 7.64560    587.0      1.77410000      0.00000000     -0.00000186      1.77415311      0.00263858      0.00000110      0.00005311      0.00263858      0.00000296
 7.64560    588.0      1.77410000      0.00051102      0.01499100      1.77415186      0.00317135      0.01499432      0.00005186      0.00266033      0.00000332
 7.64560    589.0      1.77410000      0.00204270      0.02991500      1.77414810      0.00476720      0.02992339      0.00004810      0.00272450      0.00000839
 7.64560    590.0      1.77410000      0.00458780      0.04470000      1.77414180      0.00741561      0.04472573      0.00004180      0.00282781      0.00002573
 7.64560    591.0      1.77410000      0.00813460      0.05927600      1.77413289      0.01109978      0.05933504      0.00003289      0.00296518      0.00005904
 7.64560    592.0      1.77410000      0.01266700      0.07357700      1.77412131      0.01579706      0.07368827      0.00002131      0.00313006      0.00011127
 7.64560    593.0      1.77410000      0.01816300      0.08753600      1.77410697      0.02147802      0.08772009      0.00000697      0.00331502      0.00018409
 7.64560    594.0      1.77410000      0.02459700      0.10109000      1.77411024      0.02810935      0.10136780      0.00001024      0.00351235      0.00027780
 7.64560    595.0      1.77410000      0.03194100      0.11417000      1.77413041      0.03565579      0.11456144      0.00003041      0.00371479      0.00039144
 7.64560    596.0      1.77410000      0.04015800      0.12672000      1.77415365      0.04407399      0.12724317      0.00005365      0.00391599      0.00052317
 7.64560    597.0      1.77410000      0.04921200      0.13868000      1.77418004      0.05332302      0.13935077      0.00008004      0.00411102      0.00067077
 7.64560    598.0      1.77410000      0.05906100      0.15000000      1.77420967      0.06335759      0.15083224      0.00010967      0.00429659      0.00083224
