    Freq      Node         Xundef          Yundef          Zundef            Xdef            Ydef            Zdef           Xdisp           Ydisp           Zdisp
 2.78879     24.0      2.13500000      0.05907000     -0.15000000      2.13506363      0.06962459     -0.14497600      0.00006363      0.01055459      0.00502400
 2.78879     25.0      2.13500000      0.04922100     -0.13868000      2.13503368      0.05900256     -0.13432880      0.00003368      0.00978156      0.00435120
 2.78879     26.0      2.13500000      0.04016600     -0.12672000      2.13500982      0.04912753     -0.12298958      0.00000982      0.00896153      0.00373042
 2.78879     27.0      2.13500000      0.03194800     -0.11417000      2.13500830      0.04004317     -0.11100690      0.00000830      0.00809517      0.00316310
 2.78879     28.0      2.13500000      0.02460400     -0.10109000      2.13502057      0.03178861     -0.09843812      0.00002057      0.00718461      0.00265188
 2.78879     29.0      2.13500000      0.01816800     -0.08753900      2.13502772      0.02440174     -0.08533869      0.00002772      0.00623374      0.00220031
 2.78879     30.0      2.13500000      0.01267100     -0.07358000      2.13503032      0.01791880     -0.07176799      0.00003032      0.00524780      0.00181201
 2.78879     31.0      2.13500000      0.00813840     -0.05927900      2.13502904      0.01237119     -0.05778877      0.00002904      0.00423279      0.00149023
 2.78879     32.0      2.13500000      0.00459070     -0.04470300      2.13502460      0.00778565     -0.04346546      0.00002460      0.00319495      0.00123754
 2.78879     33.0      2.13500000      0.00204460     -0.02991900      2.13501777      0.00418520     -0.02886317      0.00001777      0.00214060      0.00105583
 2.78879     34.0      2.13500000      0.00051198     -0.01499500      2.13500938      0.00158887     -0.01404866      0.00000938      0.00107689      0.00094634
 2.78879     35.0      2.13500000      0.00000000     -0.00000185      2.13500151      0.00010531      0.00090789      0.00000151      0.00010531      0.00090974
 2.78879     36.0      2.13500000      0.00051102      0.01499100      2.13500938      0.00158797      0.01593727      0.00000938      0.00107695      0.00094627
 2.78879     37.0      2.13500000      0.00204270      0.02991500      2.13501777      0.00418337      0.03097070      0.00001777      0.00214067      0.00105570
 2.78879     38.0      2.13500000      0.00458780      0.04470000      2.13502460      0.00778282      0.04593734      0.00002460      0.00319502      0.00123734
 2.78879     39.0      2.13500000      0.00813460      0.05927600      2.13502904      0.01236748      0.06076596      0.00002904      0.00423288      0.00148996
 2.78879     40.0      2.13500000      0.01266700      0.07357700      2.13503032      0.01791492      0.07538868      0.00003032      0.00524792      0.00181168
 2.78879     41.0      2.13500000      0.01816300      0.08753600      2.13502772      0.02439688      0.08973592      0.00002772      0.00623388      0.00219992
 2.78879     42.0      2.13500000      0.02459700      0.10109000      2.13502057      0.03178176      0.10374143      0.00002057      0.00718476      0.00265143
 2.78879     43.0      2.13500000      0.03194100      0.11417000      2.13500830      0.04003636      0.11733258      0.00000830      0.00809536      0.00316258
 2.78879     44.0      2.13500000      0.04015800      0.12672000      2.13500982      0.04911977      0.13044986      0.00000982      0.00896177      0.00372986
 2.78879     45.0      2.13500000      0.04921200      0.13868000      2.13503368      0.05899383      0.14303057      0.00003368      0.00978183      0.00435057
 2.78879     46.0      2.13500000      0.05906100      0.15000000      2.13506363      0.06961591      0.15502333      0.00006363      0.01055491      0.00502333
 2.78879     47.0      2.11990000      0.05907000     -0.15000000      2.11996367      0.06953630     -0.14501301      0.00006367      0.01046630      0.00498699
 2.78879     48.0      2.11990000      0.04922100     -0.13868000      2.11993366      0.05891628     -0.13436408      0.00003366      0.00969528      0.00431592
 2.78879     49.0      2.11990000      0.04016600     -0.12672000      2.11990981      0.04904442     -0.12302248      0.00000981      0.00887842      0.00369752
 2.78879     50.0      2.11990000      0.03194800     -0.11417000      2.11990830      0.03996494     -0.11103664      0.00000830      0.00801694      0.00313336
 2.78879     51.0      2.11990000      0.02460400     -0.10109000      2.11992057      0.03171710     -0.09846410      0.00002057      0.00711310      0.00262590
 2.78879     52.0      2.11990000      0.01816800     -0.08753900      2.11992772      0.02433845     -0.08536079      0.00002772      0.00617045      0.00217821
 2.78879     53.0      2.11990000      0.01267100     -0.07358000      2.11993032      0.01786485     -0.07178644      0.00003032      0.00519385      0.00179356
 2.78879     54.0      2.11990000      0.00813840     -0.05927900      2.11992904      0.01232731     -0.05780404      0.00002904      0.00418891      0.00147496
 2.78879     55.0      2.11990000      0.00459070     -0.04470300      2.11992460      0.00775235     -0.04347815      0.00002460      0.00316165      0.00122485
 2.78879     56.0      2.11990000      0.00204460     -0.02991900      2.11991777      0.00416282     -0.02887398      0.00001777      0.00211822      0.00104502
 2.78879     57.0      2.11990000      0.00051198     -0.01499500      2.11990938      0.00157759     -0.01405834      0.00000938      0.00106561      0.00093666
 2.78879     58.0      2.11990000      0.00000000     -0.00000185      2.11990151      0.00010416      0.00089860      0.00000151      0.00010416      0.00090045
 2.78879     59.0      2.11990000      0.00051102      0.01499100      2.11990938      0.00157668      0.01592759      0.00000938      0.00106566      0.00093659
 2.78879     60.0      2.11990000      0.00204270      0.02991500      2.11991777      0.00416099      0.03095988      0.00001777      0.00211829      0.00104488
 2.78879     61.0      2.11990000      0.00458780      0.04470000      2.11992460      0.00774952      0.04592465      0.00002460      0.00316172      0.00122465
 2.78879     62.0      2.11990000      0.00813460      0.05927600      2.11992904      0.01232361      0.06075070      0.00002904      0.00418901      0.00147470
 2.78879     63.0      2.11990000      0.01266700      0.07357700      2.11993032      0.01786097      0.07537024      0.00003032      0.00519397      0.00179324
 2.78879     64.0      2.11990000      0.01816300      0.08753600      2.11992772      0.02433361      0.08971382      0.00002772      0.00617061      0.00217782
 2.78879     65.0      2.11990000      0.02459700      0.10109000      2.11992057      0.03171028      0.10371545      0.00002057      0.00711328      0.00262545
 2.78879     66.0      2.11990000      0.03194100      0.11417000      2.11990830      0.03995815      0.11730285      0.00000830      0.00801715      0.00313285
 2.78879     67.0      2.11990000      0.04015800      0.12672000      2.11990981      0.04903665      0.13041695      0.00000981      0.00887865      0.00369695
 2.78879     68.0      2.11990000      0.04921200      0.13868000      2.11993366      0.05890756      0.14299531      0.00003366      0.00969556      0.00431531
 2.78879     69.0      2.11990000      0.05906100      0.15000000      2.11996367      0.06952762      0.15498632      0.00006367      0.01046662      0.00498632
 2.78879     70.0      2.10490000      0.05907000     -0.15000000      2.10496372      0.06944615     -0.14505155      0.00006372      0.01037615      0.00494845
 2.78879     71.0      2.10490000      0.04922100     -0.13868000      2.10493365      0.05882904     -0.13440010      0.00003365      0.00960804      0.00427990
 2.78879     72.0      2.10490000      0.04016600     -0.12672000      2.10490980      0.04896086     -0.12305571      0.00000980      0.00879486      0.00366429
 2.78879     73.0      2.10490000      0.03194800     -0.11417000      2.10490831      0.03988649     -0.11106652      0.00000831      0.00793849      0.00310348
 2.78879     74.0      2.10490000      0.02460400     -0.10109000      2.10492056      0.03164544     -0.09849017      0.00002056      0.00704144      0.00259983
 2.78879     75.0      2.10490000      0.01816800     -0.08753900      2.10492772      0.02427504     -0.08538295      0.00002772      0.00610704      0.00215605
 2.78879     76.0      2.10490000      0.01267100     -0.07358000      2.10493032      0.01781078     -0.07180492      0.00003032      0.00513978      0.00177508
 2.78879     77.0      2.10490000      0.00813840     -0.05927900      2.10492904      0.01228335     -0.05781932      0.00002904      0.00414495      0.00145968
 2.78879     78.0      2.10490000      0.00459070     -0.04470300      2.10492460      0.00771900     -0.04349085      0.00002460      0.00312830      0.00121215
 2.78879     79.0      2.10490000      0.00204460     -0.02991900      2.10491777      0.00414041     -0.02888480      0.00001777      0.00209581      0.00103420
 2.78879     80.0      2.10490000      0.00051198     -0.01499500      2.10490938      0.00156629     -0.01406802      0.00000938      0.00105431      0.00092698
 2.78879     81.0      2.10490000      0.00000000     -0.00000185      2.10490151      0.00010303      0.00088930      0.00000151      0.00010303      0.00089115
 2.78879     82.0      2.10490000      0.00051102      0.01499100      2.10490938      0.00156539      0.01591792      0.00000938      0.00105437      0.00092692
 2.78879     83.0      2.10490000      0.00204270      0.02991500      2.10491777      0.00413857      0.03094906      0.00001777      0.00209587      0.00103406
 2.78879     84.0      2.10490000      0.00458780      0.04470000      2.10492460      0.00771617      0.04591195      0.00002460      0.00312837      0.00121195
 2.78879     85.0      2.10490000      0.00813460      0.05927600      2.10492904      0.01227964      0.06073542      0.00002904      0.00414504      0.00145942
 2.78879     86.0      2.10490000      0.01266700      0.07357700      2.10493032      0.01780689      0.07535175      0.00003032      0.00513989      0.00177475
 2.78879     87.0      2.10490000      0.01816300      0.08753600      2.10492772      0.02427017      0.08969166      0.00002772      0.00610717      0.00215566
 2.78879     88.0      2.10490000      0.02459700      0.10109000      2.10492056      0.03163860      0.10368938      0.00002056      0.00704160      0.00259938
 2.78879     89.0      2.10490000      0.03194100      0.11417000      2.10490831      0.03987970      0.11727298      0.00000831      0.00793870      0.00310298
 2.78879     90.0      2.10490000      0.04015800      0.12672000      2.10490980      0.04895310      0.13038373      0.00000980      0.00879510      0.00366373
 2.78879     91.0      2.10490000      0.04921200      0.13868000      2.10493365      0.05882032      0.14295930      0.00003365      0.00960832      0.00427930
 2.78879     92.0      2.10490000      0.05906100      0.15000000      2.10496372      0.06943748      0.15494779      0.00006372      0.01037648      0.00494779
 2.78879     93.0      2.08990000      0.05907000     -0.15000000      2.08996379      0.06935429     -0.14509150      0.00006379      0.01028429      0.00490850
 2.78879     94.0      2.08990000      0.04922100     -0.13868000      2.08993363      0.05874090     -0.13443680      0.00003363      0.00951990      0.00424320
 2.78879     95.0      2.08990000      0.04016600     -0.12672000      2.08990978      0.04887702     -0.12308914      0.00000978      0.00871102      0.00363086
 2.78879     96.0      2.08990000      0.03194800     -0.11417000      2.08990831      0.03980805     -0.11109641      0.00000831      0.00786005      0.00307359
 2.78879     97.0      2.08990000      0.02460400     -0.10109000      2.08992056      0.03157379     -0.09851625      0.00002056      0.00696979      0.00257375
 2.78879     98.0      2.08990000      0.01816800     -0.08753900      2.08992771      0.02421157     -0.08540514      0.00002771      0.00604357      0.00213386
 2.78879     99.0      2.08990000      0.01267100     -0.07358000      2.08993031      0.01775663     -0.07182344      0.00003031      0.00508563      0.00175656
 2.78879    100.0      2.08990000      0.00813840     -0.05927900      2.08992903      0.01223930     -0.05783463      0.00002903      0.00410090      0.00144437
 2.78879    101.0      2.08990000      0.00459070     -0.04470300      2.08992460      0.00768559     -0.04350357      0.00002460      0.00309489      0.00119943
 2.78879    102.0      2.08990000      0.00204460     -0.02991900      2.08991777      0.00411796     -0.02889563      0.00001777      0.00207336      0.00102337
 2.78879    103.0      2.08990000      0.00051198     -0.01499500      2.08990938      0.00155498     -0.01407770      0.00000938      0.00104300      0.00091730
 2.78879    104.0      2.08990000      0.00000000     -0.00000185      2.08990151      0.00010191      0.00088001      0.00000151      0.00010191      0.00088186
 2.78879    105.0      2.08990000      0.00051102      0.01499100      2.08990938      0.00155408      0.01590824      0.00000938      0.00104306      0.00091724
 2.78879    106.0      2.08990000      0.00204270      0.02991500      2.08991777      0.00411612      0.03093824      0.00001777      0.00207342      0.00102324
 2.78879    107.0      2.08990000      0.00458780      0.04470000      2.08992460      0.00768276      0.04589923      0.00002460      0.00309496      0.00119923
 2.78879    108.0      2.08990000      0.00813460      0.05927600      2.08992903      0.01223560      0.06072011      0.00002903      0.00410100      0.00144411
 2.78879    109.0      2.08990000      0.01266700      0.07357700      2.08993031      0.01775274      0.07533325      0.00003031      0.00508574      0.00175625
 2.78879    110.0      2.08990000      0.01816300      0.08753600      2.08992771      0.02420671      0.08966948      0.00002771      0.00604371      0.00213348
 2.78879    111.0      2.08990000      0.02459700      0.10109000      2.08992056      0.03156695      0.10366330      0.00002056      0.00696995      0.00257330
 2.78879    112.0      2.08990000      0.03194100      0.11417000      2.08990832      0.03980124      0.11724309      0.00000832      0.00786024      0.00307309
 2.78879    113.0      2.08990000      0.04015800      0.12672000      2.08990978      0.04886924      0.13035030      0.00000978      0.00871124      0.00363030
 2.78879    114.0      2.08990000      0.04921200      0.13868000      2.08993363      0.05873216      0.14292259      0.00003363      0.00952016      0.00424259
 2.78879    115.0      2.08990000      0.05906100      0.15000000      2.08996379      0.06934560      0.15490785      0.00006379      0.01028460      0.00490785
 2.78879    116.0      2.07480000      0.05907000     -0.15000000      2.07486387      0.06926095     -0.14513260      0.00006387      0.01019095      0.00486740
 2.78879    117.0      2.07480000      0.04922100     -0.13868000      2.07483362      0.05865189     -0.13447413      0.00003362      0.00943089      0.00420587
 2.78879    118.0      2.07480000      0.04016600     -0.12672000      2.07480975      0.04879290     -0.12312278      0.00000975      0.00862690      0.00359722
 2.78879    119.0      2.07480000      0.03194800     -0.11417000      2.07480833      0.03972965     -0.11112629      0.00000833      0.00778165      0.00304371
 2.78879    120.0      2.07480000      0.02460400     -0.10109000      2.07482056      0.03150230     -0.09854226      0.00002056      0.00689830      0.00254774
 2.78879    121.0      2.07480000      0.01816800     -0.08753900      2.07482771      0.02414823     -0.08542727      0.00002771      0.00598023      0.00211173
 2.78879    122.0      2.07480000      0.01267100     -0.07358000      2.07483031      0.01770253     -0.07184193      0.00003031      0.00503153      0.00173807
 2.78879    123.0      2.07480000      0.00813840     -0.05927900      2.07482903      0.01219528     -0.05784993      0.00002903      0.00405688      0.00142907
 2.78879    124.0      2.07480000      0.00459070     -0.04470300      2.07482459      0.00765218     -0.04351629      0.00002459      0.00306148      0.00118671
 2.78879    125.0      2.07480000      0.00204460     -0.02991900      2.07481777      0.00409551     -0.02890645      0.00001777      0.00205091      0.00101255
 2.78879    126.0      2.07480000      0.00051198     -0.01499500      2.07480938      0.00154367     -0.01408737      0.00000938      0.00103169      0.00090763
 2.78879    127.0      2.07480000      0.00000000     -0.00000185      2.07480151      0.00010080      0.00087071      0.00000151      0.00010080      0.00087257
 2.78879    128.0      2.07480000      0.00051102      0.01499100      2.07480938      0.00154276      0.01589856      0.00000938      0.00103174      0.00090756
 2.78879    129.0      2.07480000      0.00204270      0.02991500      2.07481777      0.00409367      0.03092741      0.00001777      0.00205097      0.00101241
 2.78879    130.0      2.07480000      0.00458780      0.04470000      2.07482459      0.00764935      0.04588652      0.00002459      0.00306155      0.00118652
 2.78879    131.0      2.07480000      0.00813460      0.05927600      2.07482903      0.01219157      0.06070482      0.00002903      0.00405697      0.00142882
 2.78879    132.0      2.07480000      0.01266700      0.07357700      2.07483031      0.01769864      0.07531475      0.00003031      0.00503164      0.00173775
 2.78879    133.0      2.07480000      0.01816300      0.08753600      2.07482771      0.02414337      0.08964735      0.00002771      0.00598037      0.00211135
 2.78879    134.0      2.07480000      0.02459700      0.10109000      2.07482056      0.03149546      0.10363730      0.00002056      0.00689846      0.00254730
 2.78879    135.0      2.07480000      0.03194100      0.11417000      2.07480833      0.03972285      0.11721321      0.00000833      0.00778185      0.00304321
 2.78879    136.0      2.07480000      0.04015800      0.12672000      2.07480975      0.04878512      0.13031667      0.00000975      0.00862712      0.00359667
 2.78879    137.0      2.07480000      0.04921200      0.13868000      2.07483362      0.05864316      0.14288527      0.00003362      0.00943116      0.00420527
 2.78879    138.0      2.07480000      0.05906100      0.15000000      2.07486387      0.06925225      0.15486676      0.00006387      0.01019125      0.00486676
 2.78879    139.0      2.05980000      0.05907000     -0.15000000      2.05986395      0.06916630     -0.14517472      0.00006395      0.01009630      0.00482528
 2.78879    140.0      2.05980000      0.04922100     -0.13868000      2.05983361      0.05856207     -0.13451204      0.00003361      0.00934107      0.00416796
 2.78879    141.0      2.05980000      0.04016600     -0.12672000      2.05980972      0.04870838     -0.12315668      0.00000972      0.00854238      0.00356332
 2.78879    142.0      2.05980000      0.03194800     -0.11417000      2.05980835      0.03965122     -0.11115621      0.00000835      0.00770322      0.00301379
 2.78879    143.0      2.05980000      0.02460400     -0.10109000      2.05982057      0.03143090     -0.09856822      0.00002057      0.00682690      0.00252178
 2.78879    144.0      2.05980000      0.01816800     -0.08753900      2.05982770      0.02408501     -0.08544936      0.00002770      0.00591701      0.00208964
 2.78879    145.0      2.05980000      0.01267100     -0.07358000      2.05983030      0.01764850     -0.07186040      0.00003030      0.00497750      0.00171960
 2.78879    146.0      2.05980000      0.00813840     -0.05927900      2.05982902      0.01215127     -0.05786522      0.00002902      0.00401287      0.00141378
 2.78879    147.0      2.05980000      0.00459070     -0.04470300      2.05982459      0.00761877     -0.04352900      0.00002459      0.00302807      0.00117400
 2.78879    148.0      2.05980000      0.00204460     -0.02991900      2.05981777      0.00407304     -0.02891728      0.00001777      0.00202844      0.00100172
 2.78879    149.0      2.05980000      0.00051198     -0.01499500      2.05980938      0.00153235     -0.01409705      0.00000938      0.00102037      0.00089795
 2.78879    150.0      2.05980000      0.00000000     -0.00000185      2.05980151      0.00009968      0.00086142      0.00000151      0.00009968      0.00086327
 2.78879    151.0      2.05980000      0.00051102      0.01499100      2.05980938      0.00153144      0.01588888      0.00000938      0.00102042      0.00089788
 2.78879    152.0      2.05980000      0.00204270      0.02991500      2.05981777      0.00407120      0.03091659      0.00001777      0.00202850      0.00100159
 2.78879    153.0      2.05980000      0.00458780      0.04470000      2.05982459      0.00761594      0.04587381      0.00002459      0.00302814      0.00117381
 2.78879    154.0      2.05980000      0.00813460      0.05927600      2.05982902      0.01214756      0.06068953      0.00002902      0.00401296      0.00141353
 2.78879    155.0      2.05980000      0.01266700      0.07357700      2.05983030      0.01764461      0.07529629      0.00003030      0.00497761      0.00171929
 2.78879    156.0      2.05980000      0.01816300      0.08753600      2.05982770      0.02408013      0.08962526      0.00002770      0.00591713      0.00208926
 2.78879    157.0      2.05980000      0.02459700      0.10109000      2.05982057      0.03142406      0.10361135      0.00002057      0.00682706      0.00252135
 2.78879    158.0      2.05980000      0.03194100      0.11417000      2.05980835      0.03964442      0.11718330      0.00000835      0.00770342      0.00301330
 2.78879    159.0      2.05980000      0.04015800      0.12672000      2.05980972      0.04870061      0.13028278      0.00000972      0.00854261      0.00356278
 2.78879    160.0      2.05980000      0.04921200      0.13868000      2.05983361      0.05855334      0.14284736      0.00003361      0.00934134      0.00416736
 2.78879    161.0      2.05980000      0.05906100      0.15000000      2.05986395      0.06915760      0.15482464      0.00006395      0.01009660      0.00482464
 2.78879    162.0      2.04480000      0.05907000     -0.15000000      2.04486403      0.06907047     -0.14521775      0.00006403      0.01000047      0.00478225
 2.78879    163.0      2.04480000      0.04922100     -0.13868000      2.04483361      0.05847150     -0.13455051      0.00003361      0.00925050      0.00412949
 2.78879    164.0      2.04480000      0.04016600     -0.12672000      2.04480969      0.04862351     -0.12319083      0.00000969      0.00845751      0.00352917
 2.78879    165.0      2.04480000      0.03194800     -0.11417000      2.04480837      0.03957269     -0.11118621      0.00000837      0.00762469      0.00298379
 2.78879    166.0      2.04480000      0.02460400     -0.10109000      2.04482057      0.03135957     -0.09859417      0.00002057      0.00675557      0.00249583
 2.78879    167.0      2.04480000      0.01816800     -0.08753900      2.04482770      0.02402187     -0.08547142      0.00002770      0.00585387      0.00206758
 2.78879    168.0      2.04480000      0.01267100     -0.07358000      2.04483029      0.01759452     -0.07187885      0.00003029      0.00492352      0.00170115
 2.78879    169.0      2.04480000      0.00813840     -0.05927900      2.04482901      0.01210727     -0.05788051      0.00002901      0.00396887      0.00139849
 2.78879    170.0      2.04480000      0.00459070     -0.04470300      2.04482458      0.00758534     -0.04354171      0.00002458      0.00299464      0.00116129
 2.78879    171.0      2.04480000      0.00204460     -0.02991900      2.04481777      0.00405057     -0.02892811      0.00001777      0.00200597      0.00099089
 2.78879    172.0      2.04480000      0.00051198     -0.01499500      2.04480938      0.00152102     -0.01410673      0.00000938      0.00100904      0.00088827
 2.78879    173.0      2.04480000      0.00000000     -0.00000185      2.04480151      0.00009856      0.00085213      0.00000151      0.00009856      0.00085398
 2.78879    174.0      2.04480000      0.00051102      0.01499100      2.04480938      0.00152012      0.01587920      0.00000938      0.00100910      0.00088820
 2.78879    175.0      2.04480000      0.00204270      0.02991500      2.04481777      0.00404873      0.03090577      0.00001777      0.00200603      0.00099077
 2.78879    176.0      2.04480000      0.00458780      0.04470000      2.04482458      0.00758251      0.04586110      0.00002458      0.00299471      0.00116110
 2.78879    177.0      2.04480000      0.00813460      0.05927600      2.04482901      0.01210356      0.06067424      0.00002901      0.00396896      0.00139824
 2.78879    178.0      2.04480000      0.01266700      0.07357700      2.04483029      0.01759063      0.07527784      0.00003029      0.00492363      0.00170084
 2.78879    179.0      2.04480000      0.01816300      0.08753600      2.04482770      0.02401699      0.08960321      0.00002770      0.00585399      0.00206721
 2.78879    180.0      2.04480000      0.02459700      0.10109000      2.04482057      0.03135273      0.10358540      0.00002057      0.00675573      0.00249540
 2.78879    181.0      2.04480000      0.03194100      0.11417000      2.04480837      0.03956588      0.11715331      0.00000837      0.00762488      0.00298331
 2.78879    182.0      2.04480000      0.04015800      0.12672000      2.04480969      0.04861574      0.13024863      0.00000969      0.00845774      0.00352863
 2.78879    183.0      2.04480000      0.04921200      0.13868000      2.04483361      0.05846276      0.14280890      0.00003361      0.00925076      0.00412890
 2.78879    184.0      2.04480000      0.05906100      0.15000000      2.04486403      0.06906177      0.15478162      0.00006403      0.01000077      0.00478162
 2.78879    185.0      2.02970000      0.05907000     -0.15000000      2.02976411      0.06897359     -0.14526158      0.00006411      0.00990359      0.00473842
 2.78879    186.0      2.02970000      0.04922100     -0.13868000      2.02973360      0.05838020     -0.13458948      0.00003360      0.00915920      0.00409052
 2.78879    187.0      2.02970000      0.04016600     -0.12672000      2.02970967      0.04853823     -0.12322524      0.00000967      0.00837223      0.00349476
 2.78879    188.0      2.02970000      0.03194800     -0.11417000      2.02970839      0.03949403     -0.11121629      0.00000839      0.00754603      0.00295371
 2.78879    189.0      2.02970000      0.02460400     -0.10109000      2.02972058      0.03128829     -0.09862011      0.00002058      0.00668429      0.00246989
 2.78879    190.0      2.02970000      0.01816800     -0.08753900      2.02972769      0.02395881     -0.08549345      0.00002769      0.00579081      0.00204555
 2.78879    191.0      2.02970000      0.01267100     -0.07358000      2.02973028      0.01754062     -0.07189727      0.00003028      0.00486962      0.00168273
 2.78879    192.0      2.02970000      0.00813840     -0.05927900      2.02972900      0.01206331     -0.05789578      0.00002900      0.00392491      0.00138322
 2.78879    193.0      2.02970000      0.00459070     -0.04470300      2.02972458      0.00755192     -0.04355442      0.00002458      0.00296122      0.00114858
 2.78879    194.0      2.02970000      0.00204460     -0.02991900      2.02971776      0.00402809     -0.02893893      0.00001776      0.00198349      0.00098007
 2.78879    195.0      2.02970000      0.00051198     -0.01499500      2.02970938      0.00150969     -0.01411641      0.00000938      0.00099771      0.00087859
 2.78879    196.0      2.02970000      0.00000000     -0.00000185      2.02970151      0.00009744      0.00084283      0.00000151      0.00009744      0.00084469
 2.78879    197.0      2.02970000      0.00051102      0.01499100      2.02970938      0.00150878      0.01586953      0.00000938      0.00099776      0.00087853
 2.78879    198.0      2.02970000      0.00204270      0.02991500      2.02971776      0.00402625      0.03089494      0.00001776      0.00198355      0.00097994
 2.78879    199.0      2.02970000      0.00458780      0.04470000      2.02972458      0.00754909      0.04584839      0.00002458      0.00296129      0.00114839
 2.78879    200.0      2.02970000      0.00813460      0.05927600      2.02972900      0.01205959      0.06065897      0.00002900      0.00392499      0.00138297
 2.78879    201.0      2.02970000      0.01266700      0.07357700      2.02973028      0.01753673      0.07525942      0.00003028      0.00486973      0.00168242
 2.78879    202.0      2.02970000      0.01816300      0.08753600      2.02972769      0.02395396      0.08958118      0.00002769      0.00579096      0.00204518
 2.78879    203.0      2.02970000      0.02459700      0.10109000      2.02972058      0.03128144      0.10355946      0.00002058      0.00668444      0.00246946
 2.78879    204.0      2.02970000      0.03194100      0.11417000      2.02970839      0.03948722      0.11712323      0.00000839      0.00754622      0.00295323
 2.78879    205.0      2.02970000      0.04015800      0.12672000      2.02970967      0.04853047      0.13021423      0.00000967      0.00837247      0.00349423
 2.78879    206.0      2.02970000      0.04921200      0.13868000      2.02973360      0.05837148      0.14276994      0.00003360      0.00915948      0.00408994
 2.78879    207.0      2.02970000      0.05906100      0.15000000      2.02976411      0.06896489      0.15473779      0.00006411      0.00990389      0.00473779
 2.78879    208.0      2.01470000      0.05907000     -0.15000000      2.01476418      0.06887576     -0.14530614      0.00006418      0.00980576      0.00469386
 2.78879    209.0      2.01470000      0.04922100     -0.13868000      2.01473360      0.05828826     -0.13462892      0.00003360      0.00906726      0.00405108
 2.78879    210.0      2.01470000      0.04016600     -0.12672000      2.01470964      0.04845260     -0.12325990      0.00000964      0.00828660      0.00346010
 2.78879    211.0      2.01470000      0.03194800     -0.11417000      2.01470841      0.03941524     -0.11124646      0.00000841      0.00746724      0.00292354
 2.78879    212.0      2.01470000      0.02460400     -0.10109000      2.01472059      0.03121701     -0.09864606      0.00002059      0.00661301      0.00244394
 2.78879    213.0      2.01470000      0.01816800     -0.08753900      2.01472769      0.02389587     -0.08551545      0.00002769      0.00572787      0.00202355
