    Node          RMS_X          RMS_Y          RMS_Z           Xdef           Ydef           Zdef
  1422.0   0.0000068516   0.0008808290   0.0002796097   1.2329068516   0.0254778290   0.1013696097
  1423.0   0.0000086052   0.0009801833   0.0003367040   1.2329086052   0.0329211833   0.1145067040
  1424.0   0.0000133662   0.0010771008   0.0004013460   1.2329133662   0.0412351008   0.1271213460
  1425.0   0.0000205097   0.0011704009   0.0004731131   1.2329205097   0.0503824009   0.1391531131
  1426.0   0.0000297430   0.0012591739   0.0005515108   1.2329297430   0.0603201739   0.1505515108
  1427.0   0.0000295603   0.0012313443   0.0005396126   1.2178295603   0.0603013443  -0.1494603874
  1428.0   0.0000203808   0.0011444522   0.0004628647   1.2178203808   0.0503654522  -0.1382171353
  1429.0   0.0000132793   0.0010531317   0.0003926098   1.2178132793   0.0412191317  -0.1263273902
  1430.0   0.0000085480   0.0009582790   0.0003293363   1.2178085480   0.0329062790  -0.1138406637
  1431.0   0.0000068087   0.0008610536   0.0002734589   1.2178068087   0.0254650536  -0.1008165411
  1432.0   0.0000075322   0.0007628986   0.0002252532   1.2178075322   0.0189308986  -0.0873137468
  1433.0   0.0000089436   0.0006656425   0.0001848295   1.2178089436   0.0133366425  -0.0733951705
  1434.0   0.0000101541   0.0005717592   0.0001521481   1.2178101541   0.0087101592  -0.0591268519
  1435.0   0.0000109840   0.0004849291   0.0001270615   1.2178109840   0.0050756291  -0.0445759385
  1436.0   0.0000114754   0.0004110248   0.0001093668   1.2178114754   0.0024556248  -0.0298096332
  1437.0   0.0000117196   0.0003591133   0.0000988567   1.2178117196   0.0008710933  -0.0148961433
  1438.0   0.0000117915   0.0003399951   0.0000953717   1.2178117915   0.0003399952   0.0000935092
  1439.0   0.0000117196   0.0003591151   0.0000988502   1.2178117196   0.0008701351   0.0150898502
  1440.0   0.0000114754   0.0004110285   0.0001093535   1.2178114754   0.0024537285   0.0300243535
  1441.0   0.0000109840   0.0004849345   0.0001270410   1.2178109840   0.0050727345   0.0448270410
  1442.0   0.0000101541   0.0005717665   0.0001521204   1.2178101541   0.0087063665   0.0594281204
  1443.0   0.0000089436   0.0006656523   0.0001847944   1.2178089436   0.0133326523   0.0737617944
  1444.0   0.0000075322   0.0007629112   0.0002252107   1.2178075322   0.0189259112   0.0877612107
  1445.0   0.0000068087   0.0008610696   0.0002734091   1.2178068087   0.0254580696   0.1013634091
  1446.0   0.0000085480   0.0009582987   0.0003292797   1.2178085480   0.0328992987   0.1144992797
  1447.0   0.0000132793   0.0010531554   0.0003925466   1.2178132793   0.0412111554   0.1271125466
  1448.0   0.0000203808   0.0011444802   0.0004627948   1.2178203808   0.0503564802   0.1391427948
  1449.0   0.0000295603   0.0012313771   0.0005395375   1.2178295603   0.0602923771   0.1505395375
  1450.0   0.0000293724   0.0012037151   0.0005277165   1.2028293724   0.0602737151  -0.1494722835
  1451.0   0.0000202481   0.0011186858   0.0004526114   1.2028202481   0.0503396858  -0.1382273886
  1452.0   0.0000131900   0.0010293277   0.0003838645   1.2028131900   0.0411953277  -0.1263361355
  1453.0   0.0000084892   0.0009365224   0.0003219557   1.2028084892   0.0328845224  -0.1138480443
  1454.0   0.0000067646   0.0008414078   0.0002672940   1.2028067646   0.0254454078  -0.1008227060
  1455.0   0.0000074865   0.0007454010   0.0002201479   1.2028074865   0.0189134010  -0.0873188521
  1456.0   0.0000088890   0.0006502911   0.0001806231   1.2028088890   0.0133212911  -0.0733993769
  1457.0   0.0000100902   0.0005584942   0.0001486760   1.2028100902   0.0086968942  -0.0591303240
  1458.0   0.0000109123   0.0004736039   0.0001241579   1.2028109123   0.0050643039  -0.0445788421
  1459.0   0.0000113983   0.0004013540   0.0001068664   1.2028113983   0.0024459540  -0.0298121336
  1460.0   0.0000116391   0.0003506032   0.0000965966   1.2028116391   0.0008625832  -0.0148984034
  1461.0   0.0000117100   0.0003319113   0.0000931911   1.2028117100   0.0003319114   0.0000913284
  1462.0   0.0000116391   0.0003506050   0.0000965902   1.2028116391   0.0008616250   0.0150875902
  1463.0   0.0000113983   0.0004013575   0.0001068534   1.2028113983   0.0024440575   0.0300218534
  1464.0   0.0000109123   0.0004736091   0.0001241380   1.2028109123   0.0050614091   0.0448241380
  1465.0   0.0000100902   0.0005585015   0.0001486488   1.2028100902   0.0086931015   0.0594246488
  1466.0   0.0000088890   0.0006503006   0.0001805888   1.2028088890   0.0133173006   0.0737575888
  1467.0   0.0000074865   0.0007454135   0.0002201064   1.2028074865   0.0189084135   0.0877561064
  1468.0   0.0000067646   0.0008414229   0.0002672455   1.2028067646   0.0254384229   0.1013572455
  1469.0   0.0000084892   0.0009365412   0.0003219004   1.2028084892   0.0328775412   0.1144919004
  1470.0   0.0000131900   0.0010293509   0.0003838025   1.2028131900   0.0411873509   0.1271038025
  1471.0   0.0000202481   0.0011187131   0.0004525433   1.2028202481   0.0503307131   0.1391325433
  1472.0   0.0000293724   0.0012037471   0.0005276425   1.2028293724   0.0602647471   0.1505276425
  1473.0   0.0000291790   0.0011762580   0.0005159005   1.1878291790   0.0602462580  -0.1494840995
  1474.0   0.0000201117   0.0010930781   0.0004424262   1.1878201117   0.0503140781  -0.1382375738
  1475.0   0.0000130981   0.0010056689   0.0003751755   1.1878130981   0.0411716689  -0.1263448245
  1476.0   0.0000084288   0.0009148961   0.0003146220   1.1878084288   0.0328628961  -0.1138553780
  1477.0   0.0000067192   0.0008218795   0.0002611668   1.1878067192   0.0254258795  -0.1008288332
  1478.0   0.0000074393   0.0007280080   0.0002150733   1.1878074393   0.0188960080  -0.0873239267
  1479.0   0.0000088328   0.0006350318   0.0001764411   1.1878088328   0.0133060318  -0.0734035589
  1480.0   0.0000100243   0.0005453110   0.0001452238   1.1878100243   0.0086837110  -0.0591337762
  1481.0   0.0000108388   0.0004623520   0.0001212708   1.1878108388   0.0050530520  -0.0445817292
  1482.0   0.0000113190   0.0003917501   0.0001043805   1.1878113190   0.0024363501  -0.0298146195
  1483.0   0.0000115566   0.0003421565   0.0000943493   1.1878115566   0.0008541365  -0.0149006507
  1484.0   0.0000116262   0.0003238901   0.0000910232   1.1878116262   0.0003238902   0.0000891603
  1485.0   0.0000115566   0.0003421582   0.0000943430   1.1878115566   0.0008531782   0.0150853430
  1486.0   0.0000113190   0.0003917537   0.0001043677   1.1878113190   0.0024344537   0.0300193677
  1487.0   0.0000108388   0.0004623569   0.0001212514   1.1878108388   0.0050501569   0.0448212514
  1488.0   0.0000100243   0.0005453181   0.0001451974   1.1878100243   0.0086799181   0.0594211974
  1489.0   0.0000088328   0.0006350414   0.0001764076   1.1878088328   0.0133020414   0.0737534076
  1490.0   0.0000074393   0.0007280203   0.0002150327   1.1878074393   0.0188910203   0.0877510327
  1491.0   0.0000067192   0.0008218948   0.0002611194   1.1878067192   0.0254188948   0.1013511194
  1492.0   0.0000084288   0.0009149148   0.0003145681   1.1878084288   0.0328559148   0.1144845681
  1493.0   0.0000130981   0.0010056914   0.0003751150   1.1878130981   0.0411636914   0.1270951150
  1494.0   0.0000201117   0.0010931053   0.0004423594   1.1878201117   0.0503051053   0.1391223594
  1495.0   0.0000291790   0.0011762895   0.0005158283   1.1878291790   0.0602372895   0.1505158283
  1496.0   0.0000289802   0.0011489765   0.0005041667   1.1727289802   0.0602189765  -0.1494958333
  1497.0   0.0000199714   0.0010676330   0.0004323099   1.1727199714   0.0502886330  -0.1382476901
  1498.0   0.0000130038   0.0009821582   0.0003665444   1.1727130038   0.0411481582  -0.1263534556
  1499.0   0.0000083667   0.0008934048   0.0003073356   1.1727083667   0.0328414048  -0.1138626644
  1500.0   0.0000066725   0.0008024720   0.0002550785   1.1727066725   0.0254064720  -0.1008349215
  1501.0   0.0000073908   0.0007107225   0.0002100296   1.1727073908   0.0188787225  -0.0873289704
  1502.0   0.0000087748   0.0006198679   0.0001722843   1.1727087748   0.0132908679  -0.0734077157
  1503.0   0.0000099567   0.0005322117   0.0001417921   1.1727099567   0.0086706117  -0.0591372079
  1504.0   0.0000107631   0.0004511748   0.0001184009   1.1727107631   0.0050418748  -0.0445845991
  1505.0   0.0000112377   0.0003822149   0.0001019090   1.1727112377   0.0024268149  -0.0298170910
  1506.0   0.0000114718   0.0003337746   0.0000921154   1.1727114718   0.0008457546  -0.0149028846
  1507.0   0.0000115404   0.0003159325   0.0000888679   1.1727115404   0.0003159326   0.0000870048
  1508.0   0.0000114718   0.0003337763   0.0000921093   1.1727114718   0.0008447963   0.0150831093
  1509.0   0.0000112377   0.0003822182   0.0001018966   1.1727112377   0.0024249182   0.0300168966
  1510.0   0.0000107631   0.0004511798   0.0001183820   1.1727107631   0.0050389798   0.0448183820
  1511.0   0.0000099567   0.0005322187   0.0001417663   1.1727099567   0.0086668187   0.0594177663
  1512.0   0.0000087748   0.0006198770   0.0001722516   1.1727087748   0.0132868770   0.0737492516
  1513.0   0.0000073908   0.0007107342   0.0002099901   1.1727073908   0.0188737342   0.0877459901
  1514.0   0.0000066725   0.0008024870   0.0002550322   1.1727066725   0.0253994870   0.1013450322
  1515.0   0.0000083667   0.0008934228   0.0003072828   1.1727083667   0.0328344228   0.1144772828
  1516.0   0.0000130038   0.0009821805   0.0003664855   1.1727130038   0.0411401805   0.1270864855
  1517.0   0.0000199714   0.0010676594   0.0004322450   1.1727199714   0.0502796594   0.1391122450
  1518.0   0.0000289802   0.0011490068   0.0005040963   1.1727289802   0.0602100068   0.1505040963
  1519.0   0.0000287758   0.0011218752   0.0004925161   1.1577287758   0.0601918752  -0.1495074839
  1520.0   0.0000198273   0.0010423550   0.0004222648   1.1577198273   0.0502633550  -0.1382577352
  1521.0   0.0000129069   0.0009588012   0.0003579726   1.1577129069   0.0411248012  -0.1263620274
  1522.0   0.0000083030   0.0008720521   0.0003000983   1.1577083030   0.0328200521  -0.1138699017
  1523.0   0.0000066245   0.0007831895   0.0002490299   1.1577066245   0.0253871895  -0.1008409701
  1524.0   0.0000073408   0.0006935476   0.0002050184   1.1577073408   0.0188615476  -0.0873339816
  1525.0   0.0000087152   0.0006048017   0.0001681536   1.1577087152   0.0132758017  -0.0734118464
  1526.0   0.0000098870   0.0005191992   0.0001383817   1.1577098870   0.0086575992  -0.0591406183
  1527.0   0.0000106854   0.0004400751   0.0001155485   1.1577106854   0.0050307751  -0.0445874515
  1528.0   0.0000111542   0.0003727499   0.0000994528   1.1577111542   0.0024173499  -0.0298195472
  1529.0   0.0000113849   0.0003254593   0.0000898950   1.1577113849   0.0008374393  -0.0149051050
  1530.0   0.0000114523   0.0003080402   0.0000867261   1.1577114523   0.0003080403   0.0000848628
  1531.0   0.0000113849   0.0003254609   0.0000898891   1.1577113849   0.0008364809   0.0150808891
  1532.0   0.0000111542   0.0003727531   0.0000994407   1.1577111542   0.0024154531   0.0300144407
  1533.0   0.0000106854   0.0004400799   0.0001155300   1.1577106854   0.0050278799   0.0448155300
  1534.0   0.0000098870   0.0005192057   0.0001383565   1.1577098870   0.0086538057   0.0594143565
  1535.0   0.0000087152   0.0006048104   0.0001681217   1.1577087152   0.0132718104   0.0737451217
  1536.0   0.0000073408   0.0006935590   0.0002049799   1.1577073408   0.0188565590   0.0877409799
  1537.0   0.0000066245   0.0007832040   0.0002489847   1.1577066245   0.0253802040   0.1013389847
  1538.0   0.0000083030   0.0008720702   0.0003000467   1.1577083030   0.0328130702   0.1144700467
  1539.0   0.0000129069   0.0009588227   0.0003579149   1.1577129069   0.0411168227   0.1270779149
  1540.0   0.0000198273   0.0010423805   0.0004222014   1.1577198273   0.0502543805   0.1391022014
  1541.0   0.0000287758   0.0011219054   0.0004924475   1.1577287758   0.0601829054   0.1504924475
  1542.0   0.0000285659   0.0010949593   0.0004809504   1.1427285659   0.0601649593  -0.1495190496
  1543.0   0.0000196793   0.0010172479   0.0004122915   1.1427196793   0.0502382479  -0.1382677085
  1544.0   0.0000128075   0.0009356007   0.0003494611   1.1427128075   0.0411016007  -0.1263705389
  1545.0   0.0000082375   0.0008508427   0.0002929107   1.1427082375   0.0327988427  -0.1138770893
  1546.0   0.0000065752   0.0007640349   0.0002430223   1.1427065752   0.0253680349  -0.1008469777
  1547.0   0.0000072895   0.0006764869   0.0002000401   1.1427072895   0.0188444869  -0.0873389599
  1548.0   0.0000086539   0.0005898359   0.0001640498   1.1427086539   0.0132608359  -0.0734159502
  1549.0   0.0000098155   0.0005062756   0.0001349930   1.1427098155   0.0086446756  -0.0591440070
  1550.0   0.0000106055   0.0004290546   0.0001127144   1.1427106055   0.0050197546  -0.0445902856
  1551.0   0.0000110685   0.0003633571   0.0000970121   1.1427110685   0.0024079571  -0.0298219879
  1552.0   0.0000112956   0.0003172117   0.0000876891   1.1427112956   0.0008291917  -0.0149073109
  1553.0   0.0000113620   0.0003002144   0.0000845977   1.1427113620   0.0003002146   0.0000827342
  1554.0   0.0000112956   0.0003172133   0.0000876833   1.1427112956   0.0008282333   0.0150786833
  1555.0   0.0000110685   0.0003633601   0.0000970003   1.1427110685   0.0024060601   0.0300120003
  1556.0   0.0000106055   0.0004290594   0.0001126963   1.1427106055   0.0050168594   0.0448126963
  1557.0   0.0000098155   0.0005062824   0.0001349684   1.1427098155   0.0086408824   0.0594109684
  1558.0   0.0000086539   0.0005898450   0.0001640185   1.1427086539   0.0132568450   0.0737410185
  1559.0   0.0000072895   0.0006764980   0.0002000025   1.1427072895   0.0188394980   0.0877360025
  1560.0   0.0000065752   0.0007640484   0.0002429781   1.1427065752   0.0253610484   0.1013329781
  1561.0   0.0000082376   0.0008508596   0.0002928604   1.1427082376   0.0327918596   0.1144628604
  1562.0   0.0000128074   0.0009356215   0.0003494049   1.1427128074   0.0410936215   0.1270694049
  1563.0   0.0000196793   0.0010172731   0.0004122297   1.1427196793   0.0502292731   0.1390922297
  1564.0   0.0000285659   0.0010949886   0.0004808832   1.1427285659   0.0601559886   0.1504808832
  1565.0   0.0000283503   0.0010682313   0.0004694707   1.1276283503   0.0601382313  -0.1495305293
  1566.0   0.0000195274   0.0009923158   0.0004023917   1.1276195274   0.0502133158  -0.1382776083
  1567.0   0.0000127053   0.0009125608   0.0003410110   1.1276127053   0.0410785608  -0.1263789890
  1568.0   0.0000081705   0.0008297786   0.0002857744   1.1276081705   0.0327777786  -0.1138842256
  1569.0   0.0000065246   0.0007450118   0.0002370563   1.1276065246   0.0253490118  -0.1008529437
  1570.0   0.0000072366   0.0006595433   0.0001950960   1.1276072366   0.0188275433  -0.0873439040
  1571.0   0.0000085909   0.0005749746   0.0001599732   1.1276085909   0.0132459746  -0.0734200268
  1572.0   0.0000097420   0.0004934440   0.0001316269   1.1276097420   0.0086318440  -0.0591473731
  1573.0   0.0000105236   0.0004181154   0.0001098987   1.1276105236   0.0050088154  -0.0445931013
  1574.0   0.0000109806   0.0003540379   0.0000945877   1.1276109806   0.0023986379  -0.0298244123
  1575.0   0.0000112043   0.0003090335   0.0000854974   1.1276112043   0.0008210135  -0.0149095026
  1576.0   0.0000112694   0.0002924566   0.0000824837   1.1276112694   0.0002924567   0.0000806200
  1577.0   0.0000112043   0.0003090350   0.0000854918   1.1276112043   0.0008200550   0.0150764918
  1578.0   0.0000109806   0.0003540411   0.0000945762   1.1276109806   0.0023967411   0.0300095762
  1579.0   0.0000105236   0.0004181201   0.0001098811   1.1276105236   0.0050059201   0.0448098811
  1580.0   0.0000097420   0.0004934503   0.0001316029   1.1276097420   0.0086280503   0.0594076029
  1581.0   0.0000085909   0.0005749829   0.0001599428   1.1276085909   0.0132419829   0.0737369428
  1582.0   0.0000072366   0.0006595544   0.0001950591   1.1276072366   0.0188225544   0.0877310591
  1583.0   0.0000065246   0.0007450249   0.0002370132   1.1276065246   0.0253420249   0.1013270132
  1584.0   0.0000081705   0.0008297955   0.0002857254   1.1276081705   0.0327707955   0.1144557254
  1585.0   0.0000127053   0.0009125816   0.0003409563   1.1276127053   0.0410705816   0.1270609563
  1586.0   0.0000195274   0.0009923404   0.0004023313   1.1276195274   0.0502043404   0.1390823313
  1587.0   0.0000283503   0.0010682606   0.0004694053   1.1276283503   0.0601292606   0.1504694053
  1588.0   0.0000281293   0.0010416978   0.0004580788   1.1126281293   0.0601116978  -0.1495419212
  1589.0   0.0000193714   0.0009675633   0.0003925666   1.1126193714   0.0501885633  -0.1382874334
  1590.0   0.0000126007   0.0008896862   0.0003326242   1.1126126007   0.0410556862  -0.1263873758
  1591.0   0.0000081017   0.0008088648   0.0002786903   1.1126081017   0.0327568648  -0.1138913097
  1592.0   0.0000064727   0.0007261234   0.0002311334   1.1126064727   0.0253301234  -0.1008588666
  1593.0   0.0000071823   0.0006427209   0.0001901867   1.1126071823   0.0188107209  -0.0873488133
  1594.0   0.0000085261   0.0005602200   0.0001559253   1.1126085261   0.0132312200  -0.0734240747
  1595.0   0.0000096665   0.0004807065   0.0001282838   1.1126096665   0.0086191065  -0.0591507162
  1596.0   0.0000104395   0.0004072600   0.0001071026   1.1126104395   0.0049979600  -0.0445958974
  1597.0   0.0000108905   0.0003447944   0.0000921796   1.1126108905   0.0023893944  -0.0298268204
  1598.0   0.0000111106   0.0003009261   0.0000833211   1.1126111106   0.0008129061  -0.0149116789
  1599.0   0.0000111746   0.0002847680   0.0000803839   1.1126111746   0.0002847681   0.0000785200
  1600.0   0.0000111106   0.0003009277   0.0000833156   1.1126111106   0.0008119477   0.0150743156
  1601.0   0.0000108905   0.0003447973   0.0000921684   1.1126108905   0.0023874973   0.0300071684
  1602.0   0.0000104395   0.0004072644   0.0001070854   1.1126104395   0.0049950644   0.0448070854
  1603.0   0.0000096665   0.0004807128   0.0001282604   1.1126096665   0.0086153128   0.0594042604
  1604.0   0.0000085261   0.0005602283   0.0001558957   1.1126085261   0.0132272283   0.0737328957
  1605.0   0.0000071824   0.0006427315   0.0001901508   1.1126071824   0.0188057315   0.0877261508
  1606.0   0.0000064727   0.0007261368   0.0002310916   1.1126064727   0.0253231368   0.1013210916
  1607.0   0.0000081017   0.0008088811   0.0002786423   1.1126081017   0.0327498811   0.1144486423
  1608.0   0.0000126007   0.0008897061   0.0003325708   1.1126126007   0.0410477061   0.1270525708
  1609.0   0.0000193714   0.0009675874   0.0003925076   1.1126193714   0.0501795874   0.1390725076
  1610.0   0.0000281293   0.0010417259   0.0004580153   1.1126281293   0.0601027259   0.1504580153
  1611.0   0.0000279024   0.0010153617   0.0004467764   1.0976279024   0.0600853617  -0.1495532236
  1612.0   0.0000192116   0.0009429950   0.0003828176   1.0976192116   0.0501639950  -0.1382971824
  1613.0   0.0000124933   0.0008669808   0.0003243014   1.0976124933   0.0410329808  -0.1263956986
  1614.0   0.0000080313   0.0007881051   0.0002716596   1.0976080313   0.0327361051  -0.1138983404
  1615.0   0.0000064194   0.0007073745   0.0002252543   1.0976064194   0.0253113745  -0.1008647457
  1616.0   0.0000071266   0.0006260222   0.0001853134   1.0976071266   0.0187940222  -0.0873536866
  1617.0   0.0000084596   0.0005455755   0.0001519062   1.0976084596   0.0132165755  -0.0734280938
  1618.0   0.0000095890   0.0004680660   0.0001249647   1.0976095890   0.0086064660  -0.0591540353
  1619.0   0.0000103534   0.0003964904   0.0001043261   1.0976103534   0.0049871904  -0.0445986739
  1620.0   0.0000107982   0.0003356285   0.0000897889   1.0976107982   0.0023802285  -0.0298292111
  1621.0   0.0000110147   0.0002928911   0.0000811599   1.0976110147   0.0008048711  -0.0149138401
  1622.0   0.0000110774   0.0002771499   0.0000782993   1.0976110774   0.0002771500   0.0000764353
  1623.0   0.0000110147   0.0002928925   0.0000811546   1.0976110147   0.0008039125   0.0150721546
  1624.0   0.0000107982   0.0003356314   0.0000897780   1.0976107982   0.0023783314   0.0300047780
  1625.0   0.0000103534   0.0003964947   0.0001043093   1.0976103534   0.0049842947   0.0448043093
  1626.0   0.0000095890   0.0004680720   0.0001249420   1.0976095890   0.0086026720   0.0594009420
  1627.0   0.0000084596   0.0005455832   0.0001518774   1.0976084596   0.0132125832   0.0737288774
  1628.0   0.0000071266   0.0006260322   0.0001852784   1.0976071266   0.0187890322   0.0877212784
  1629.0   0.0000064194   0.0007073879   0.0002252133   1.0976064194   0.0253043879   0.1013152133
  1630.0   0.0000080313   0.0007881209   0.0002716130   1.0976080313   0.0327291209   0.1144416130
  1631.0   0.0000124933   0.0008670004   0.0003242492   1.0976124933   0.0410250004   0.1270442492
  1632.0   0.0000192116   0.0009430179   0.0003827603   1.0976192116   0.0501550179   0.1390627603
  1633.0   0.0000279024   0.0010153889   0.0004467137   1.0976279024   0.0600763889   0.1504467137
  1634.0   0.0000276698   0.0009892285   0.0004355641   1.0825276698   0.0600592285  -0.1495644359
  1635.0   0.0000190477   0.0009186147   0.0003731461   1.0825190477   0.0501396147  -0.1383068539
  1636.0   0.0000123834   0.0008444489   0.0003160443   1.0825123834   0.0410104489  -0.1264039557
  1637.0   0.0000079591   0.0007675036   0.0002646834   1.0825079591   0.0327155036  -0.1139053166
  1638.0   0.0000063648   0.0006887683   0.0002194205   1.0825063648   0.0252927683  -0.1008705795
  1639.0   0.0000070693   0.0006094508   0.0001804765   1.0825070693   0.0187774508  -0.0873585235
  1640.0   0.0000083913   0.0005310437   0.0001479173   1.0825083913   0.0132020437  -0.0734320827
  1641.0   0.0000095096   0.0004555252   0.0001216699   1.0825095096   0.0085939252  -0.0591573301
  1642.0   0.0000102650   0.0003858091   0.0001015703   1.0825102650   0.0049765091  -0.0446014297
  1643.0   0.0000107037   0.0003265417   0.0000874155   1.0825107037   0.0023711417  -0.0298315845
  1644.0   0.0000109164   0.0002849296   0.0000790150   1.0825109164   0.0007969096  -0.0149159850
  1645.0   0.0000109781   0.0002696038   0.0000762298   1.0825109781   0.0002696039   0.0000743656
  1646.0   0.0000109164   0.0002849310   0.0000790098   1.0825109164   0.0007959510   0.0150700098
  1647.0   0.0000107037   0.0003265445   0.0000874049   1.0825107037   0.0023692445   0.0300024049
  1648.0   0.0000102650   0.0003858133   0.0001015540   1.0825102650   0.0049736133   0.0448015540
  1649.0   0.0000095096   0.0004555310   0.0001216478   1.0825095096   0.0085901310   0.0593976478
  1650.0   0.0000083913   0.0005310515   0.0001478893   1.0825083913   0.0131980515   0.0737248893
  1651.0   0.0000070693   0.0006094613   0.0001804425   1.0825070693   0.0187724613   0.0877164425
  1652.0   0.0000063648   0.0006887811   0.0002193806   1.0825063648   0.0252857811   0.1013093806
  1653.0   0.0000079591   0.0007675194   0.0002646380   1.0825079591   0.0327085194   0.1144346380
  1654.0   0.0000123834   0.0008444678   0.0003159933   1.0825123834   0.0410024678   0.1270359933
  1655.0   0.0000190477   0.0009186375   0.0003730902   1.0825190477   0.0501306375   0.1390530902
  1656.0   0.0000276698   0.0009892550   0.0004355035   1.0825276698   0.0600502550   0.1504355035
  1657.0   0.0000274314   0.0009633018   0.0004244440   1.0675274314   0.0600333018  -0.1495755560
  1658.0   0.0000188798   0.0008944270   0.0003635537   1.0675188798   0.0501154270  -0.1383164463
  1659.0   0.0000122708   0.0008220946   0.0003078537   1.0675122708   0.0409880946  -0.1264121463
  1660.0   0.0000078853   0.0007470643   0.0002577633   1.0675078853   0.0326950643  -0.1139122367
  1661.0   0.0000063088   0.0006703084   0.0002136323   1.0675063088   0.0252743084  -0.1008763677
  1662.0   0.0000070106   0.0005930106   0.0001756777   1.0675070106   0.0187610106  -0.0873633223
  1663.0   0.0000083212   0.0005166282   0.0001439589   1.0675083212   0.0131876282  -0.0734360411
  1664.0   0.0000094281   0.0004430865   0.0001184005   1.0675094281   0.0085814865  -0.0591605995
  1665.0   0.0000101745   0.0003752181   0.0000988351   1.0675101745   0.0049659181  -0.0446041649
  1666.0   0.0000106068   0.0003175360   0.0000850605   1.0675106068   0.0023621360  -0.0298339395
  1667.0   0.0000108160   0.0002770434   0.0000768861   1.0675108160   0.0007890234  -0.0149181139
  1668.0   0.0000108763   0.0002621312   0.0000741764   1.0675108763   0.0002621313   0.0000723120
  1669.0   0.0000108160   0.0002770448   0.0000768810   1.0675108160   0.0007880648   0.0150678810
  1670.0   0.0000106068   0.0003175388   0.0000850502   1.0675106068   0.0023602388   0.0300000502
  1671.0   0.0000101745   0.0003752224   0.0000988193   1.0675101745   0.0049630224   0.0447988193
  1672.0   0.0000094281   0.0004430923   0.0001183790   1.0675094281   0.0085776923   0.0593943790
  1673.0   0.0000083212   0.0005166358   0.0001439316   1.0675083212   0.0131836358   0.0737209316
  1674.0   0.0000070106   0.0005930202   0.0001756447   1.0675070106   0.0187560202   0.0877116447
  1675.0   0.0000063088   0.0006703207   0.0002135937   1.0675063088   0.0252673207   0.1013035937
  1676.0   0.0000078853   0.0007470795   0.0002577190   1.0675078853   0.0326880795   0.1144277190
  1677.0   0.0000122708   0.0008221132   0.0003078042   1.0675122708   0.0409801132   0.1270278042
  1678.0   0.0000188798   0.0008944489   0.0003634993   1.0675188798   0.0501064489   0.1390434993
  1679.0   0.0000274314   0.0009633279   0.0004243848   1.0675274314   0.0600243279   0.1504243848
  1680.0   0.0000271873   0.0009375866   0.0004134177   1.0525271873   0.0600075866  -0.1495865823
  1681.0   0.0000187077   0.0008704363   0.0003540416   1.0525187077   0.0500914363  -0.1383259584
  1682.0   0.0000121555   0.0007999218   0.0002997314   1.0525121555   0.0409659218  -0.1264202686
  1683.0   0.0000078097   0.0007267915   0.0002508998   1.0525078097   0.0326747915  -0.1139191002
  1684.0   0.0000062515   0.0006519990   0.0002078917   1.0525062515   0.0252559990  -0.1008821083
  1685.0   0.0000069503   0.0005767051   0.0001709173   1.0525069503   0.0187447051  -0.0873680827
  1686.0   0.0000082493   0.0005023317   0.0001400326   1.0525082493   0.0131733317  -0.0734399674
  1687.0   0.0000093446   0.0004307533   0.0001151569   1.0525093446   0.0085691533  -0.0591638431
  1688.0   0.0000100817   0.0003647198   0.0000961219   1.0525100817   0.0049554198  -0.0446068781
  1689.0   0.0000105077   0.0003086136   0.0000827237   1.0525105077   0.0023532136  -0.0298362763
  1690.0   0.0000107131   0.0002692342   0.0000747743   1.0525107131   0.0007812142  -0.0149202257
  1691.0   0.0000107723   0.0002547332   0.0000721390   1.0525107723   0.0002547333   0.0000702744
  1692.0   0.0000107131   0.0002692355   0.0000747694   1.0525107131   0.0007802555   0.0150657694
  1693.0   0.0000105077   0.0003086162   0.0000827137   1.0525105077   0.0023513162   0.0299977137
  1694.0   0.0000100817   0.0003647238   0.0000961065   1.0525100817   0.0049525238   0.0447961065
  1695.0   0.0000093446   0.0004307589   0.0001151359   1.0525093446   0.0085653589   0.0593911359
  1696.0   0.0000082493   0.0005023392   0.0001400060   1.0525082493   0.0131693392   0.0737170060
  1697.0   0.0000069503   0.0005767149   0.0001708850   1.0525069503   0.0187397149   0.0877068850
  1698.0   0.0000062515   0.0006520110   0.0002078541   1.0525062515   0.0252490110   0.1012978541
  1699.0   0.0000078097   0.0007268061   0.0002508568   1.0525078097   0.0326678061   0.1144208568
  1700.0   0.0000121555   0.0007999403   0.0002996832   1.0525121555   0.0409579403   0.1270196832
  1701.0   0.0000187077   0.0008704578   0.0003539886   1.0525187077   0.0500824578   0.1390339886
  1702.0   0.0000271873   0.0009376121   0.0004133603   1.0525271873   0.0599986121   0.1504133603
  1703.0   0.0000269371   0.0009120887   0.0004024865   1.0374269371   0.0599820887  -0.1495975135
  1704.0   0.0000185317   0.0008466474   0.0003446112   1.0374185317   0.0500676474  -0.1383353888
  1705.0   0.0000120375   0.0007779358   0.0002916784   1.0374120375   0.0409439358  -0.1264283216
  1706.0   0.0000077324   0.0007066888   0.0002440949   1.0374077324   0.0326546888  -0.1139259051
  1707.0   0.0000061928   0.0006338438   0.0002021990   1.0374061928   0.0252378438  -0.1008878010
  1708.0   0.0000068885   0.0005605377   0.0001661969   1.0374068885   0.0187285377  -0.0873728031
