    Node          RMS_X          RMS_Y          RMS_Z           Xdef           Ydef           Zdef
   609.0   0.0000133653   0.0006963164   0.0001858746   1.7591133653   0.0012082964  -0.0148091254
   610.0   0.0000134647   0.0006616846   0.0001793153   1.7591134647   0.0006616847   0.0001774596
   611.0   0.0000133653   0.0006963197   0.0001858622   1.7591133653   0.0012073397   0.0151768622
   612.0   0.0000130393   0.0007908363   0.0002056180   1.7591130393   0.0028335363   0.0301206180
   613.0   0.0000124138   0.0009261956   0.0002388437   1.7591124138   0.0055139956   0.0449388437
   614.0   0.0000114031   0.0010858880   0.0002858626   1.7591114031   0.0092204880   0.0595618626
   615.0   0.0000099823   0.0012589136   0.0003469703   1.7591099823   0.0139259136   0.0739239703
   616.0   0.0000083884   0.0014382716   0.0004223545   1.7591083884   0.0196012716   0.0879583545
   617.0   0.0000076677   0.0016192629   0.0005120186   1.7591076677   0.0262162629   0.1016020186
   618.0   0.0000097462   0.0017984649   0.0006157216   1.7591097462   0.0337394649   0.1147857216
   619.0   0.0000150770   0.0019732362   0.0007329633   1.7591150770   0.0421312362   0.1274529633
   620.0   0.0000229738   0.0021414962   0.0008630278   1.7591229738   0.0513534962   0.1395430278
   621.0   0.0000331337   0.0023016631   0.0010050992   1.7591331337   0.0613626631   0.1510050992
   622.0   0.0000331059   0.0022709522   0.0009918593   1.7441331059   0.0613409522  -0.1490081407
   623.0   0.0000229489   0.0021128874   0.0008516595   1.7441229489   0.0513338874  -0.1378283405
   624.0   0.0000150571   0.0019468248   0.0007233041   1.7441150571   0.0421128248  -0.1259966959
   625.0   0.0000097328   0.0017743324   0.0006076007   1.7441097328   0.0337223324  -0.1135623993
   626.0   0.0000076601   0.0015974587   0.0005052553   1.7441076601   0.0262014587  -0.1005847447
   627.0   0.0000083816   0.0014188123   0.0004167629   1.7441083816   0.0195868123  -0.0871222371
   628.0   0.0000099726   0.0012417723   0.0003423640   1.7441099726   0.0139127723  -0.0732376360
   629.0   0.0000113900   0.0010709777   0.0002820562   1.7441113900   0.0092093777  -0.0589969438
   630.0   0.0000123980   0.0009133393   0.0002356540   1.7441123980   0.0055040393  -0.0444673460
   631.0   0.0000130217   0.0007797117   0.0002028642   1.7441130217   0.0028243117  -0.0297161358
   632.0   0.0000133467   0.0006863962   0.0001833650   1.7441133467   0.0011983762  -0.0148116350
   633.0   0.0000134458   0.0006522000   0.0001768954   1.7441134458   0.0006522001   0.0001750396
   634.0   0.0000133467   0.0006863994   0.0001833529   1.7441133467   0.0011974194   0.0151743529
   635.0   0.0000130217   0.0007797182   0.0002028395   1.7441130217   0.0028224182   0.0301178395
   636.0   0.0000123980   0.0009133487   0.0002356163   1.7441123980   0.0055011487   0.0449356163
   637.0   0.0000113900   0.0010709912   0.0002820050   1.7441113900   0.0092055912   0.0595580050
   638.0   0.0000099726   0.0012417902   0.0003422992   1.7441099726   0.0139087902   0.0739192992
   639.0   0.0000083816   0.0014188353   0.0004166845   1.7441083816   0.0195818353   0.0879526845
   640.0   0.0000076601   0.0015974861   0.0005051636   1.7441076601   0.0261944861   0.1015951636
   641.0   0.0000097328   0.0017743677   0.0006074963   1.7441097328   0.0337153677   0.1147774963
   642.0   0.0000150571   0.0019468687   0.0007231876   1.7441150571   0.0421048687   0.1274431876
   643.0   0.0000229489   0.0021129378   0.0008515318   1.7441229489   0.0513249378   0.1395315318
   644.0   0.0000331058   0.0022710138   0.0009917206   1.7441331058   0.0613320138   0.1509917206
   645.0   0.0000330748   0.0022402905   0.0009784681   1.7290330748   0.0613102905  -0.1490215319
   646.0   0.0000229221   0.0020843218   0.0008401539   1.7290229221   0.0513053218  -0.1378398461
   647.0   0.0000150360   0.0019204576   0.0007135230   1.7290150360   0.0420864576  -0.1260064770
   648.0   0.0000097184   0.0017502402   0.0005993726   1.7290097184   0.0336982402  -0.1135706274
   649.0   0.0000076517   0.0015756931   0.0004983996   1.7290076517   0.0261796931  -0.1005916004
   650.0   0.0000083741   0.0013993914   0.0004110951   1.7290083741   0.0195673914  -0.0871279049
   651.0   0.0000099622   0.0012246683   0.0003376965   1.7290099622   0.0138956683  -0.0732423035
   652.0   0.0000113761   0.0010561036   0.0002782027   1.7290113761   0.0091945036  -0.0590007973
   653.0   0.0000123812   0.0009005153   0.0002324306   1.7290123812   0.0054912153  -0.0444705694
   654.0   0.0000130030   0.0007686154   0.0002000895   1.7290130030   0.0028132154  -0.0297189105
   655.0   0.0000133270   0.0006764951   0.0001808586   1.7290133270   0.0011884751  -0.0148141414
   656.0   0.0000134257   0.0006427334   0.0001744785   1.7290134257   0.0006427335   0.0001726225
   657.0   0.0000133270   0.0006764982   0.0001808467   1.7290133270   0.0011875182   0.0151718467
   658.0   0.0000130030   0.0007686216   0.0002000650   1.7290130030   0.0028113216   0.0301150650
   659.0   0.0000123812   0.0009005248   0.0002323935   1.7290123812   0.0054883248   0.0449323935
   660.0   0.0000113761   0.0010561166   0.0002781521   1.7290113761   0.0091907166   0.0595541521
   661.0   0.0000099622   0.0012246862   0.0003376324   1.7290099622   0.0138916862   0.0739146324
   662.0   0.0000083741   0.0013994140   0.0004110178   1.7290083741   0.0195624140   0.0879470178
   663.0   0.0000076517   0.0015757217   0.0004983095   1.7290076517   0.0261727217   0.1015883095
   664.0   0.0000097184   0.0017502747   0.0005992693   1.7290097184   0.0336912747   0.1147692693
   665.0   0.0000150360   0.0019204999   0.0007134082   1.7290150360   0.0420784999   0.1274334082
   666.0   0.0000229221   0.0020843729   0.0008400281   1.7290229221   0.0512963729   0.1395200281
   667.0   0.0000330748   0.0022403486   0.0009783307   1.7290330748   0.0613013486   0.1509783307
   668.0   0.0000330403   0.0022096230   0.0009650692   1.7140330403   0.0612796230  -0.1490349308
   669.0   0.0000228931   0.0020557551   0.0008286436   1.7140228931   0.0512767551  -0.1378513564
   670.0   0.0000150135   0.0018940923   0.0007037396   1.7140150135   0.0420600923  -0.1260162604
   671.0   0.0000097031   0.0017261557   0.0005911446   1.7140097031   0.0336741557  -0.1135788554
   672.0   0.0000076425   0.0015539409   0.0004915468   1.7140076425   0.0261579409  -0.1005984532
   673.0   0.0000083658   0.0013799877   0.0004054311   1.7140083658   0.0195479877  -0.0871335689
   674.0   0.0000099510   0.0012075857   0.0003330337   1.7140099510   0.0138785857  -0.0732469663
   675.0   0.0000113612   0.0010412526   0.0002743543   1.7140113612   0.0091796526  -0.0590046457
   676.0   0.0000123634   0.0008877153   0.0002292122   1.7140123634   0.0054784153  -0.0444737878
   677.0   0.0000129831   0.0007575414   0.0001973186   1.7140129831   0.0028021414  -0.0297216814
   678.0   0.0000133059   0.0006666144   0.0001783558   1.7140133059   0.0011785944  -0.0148166442
   679.0   0.0000134044   0.0006332863   0.0001720649   1.7140134044   0.0006332864   0.0001702087
   680.0   0.0000133059   0.0006666175   0.0001783441   1.7140133059   0.0011776375   0.0151693441
   681.0   0.0000129831   0.0007575475   0.0001972946   1.7140129831   0.0028002475   0.0301122946
   682.0   0.0000123634   0.0008877246   0.0002291753   1.7140123634   0.0054755246   0.0449291753
   683.0   0.0000113613   0.0010412660   0.0002743045   1.7140113613   0.0091758660   0.0595503045
   684.0   0.0000099510   0.0012076030   0.0003329706   1.7140099510   0.0138746030   0.0739099706
   685.0   0.0000083658   0.0013800098   0.0004053548   1.7140083658   0.0195430098   0.0879413548
   686.0   0.0000076425   0.0015539691   0.0004914580   1.7140076425   0.0261509691   0.1015814580
   687.0   0.0000097031   0.0017261904   0.0005910432   1.7140097031   0.0336671904   0.1147610432
   688.0   0.0000150135   0.0018941339   0.0007036263   1.7140150135   0.0420521339   0.1274236263
   689.0   0.0000228931   0.0020558062   0.0008285195   1.7140228931   0.0512678062   0.1395085195
   690.0   0.0000330403   0.0022096815   0.0009649340   1.7140330403   0.0612706815   0.1509649340
   691.0   0.0000330025   0.0021789570   0.0009516670   1.6989330025   0.0612489570  -0.1490483330
   692.0   0.0000228619   0.0020271934   0.0008171325   1.6989228619   0.0512481934  -0.1378628675
   693.0   0.0000149896   0.0018677346   0.0006939571   1.6989149896   0.0420337346  -0.1260260429
   694.0   0.0000096869   0.0017020832   0.0005829189   1.6989096869   0.0336500832  -0.1135870811
   695.0   0.0000076325   0.0015322035   0.0004846969   1.6989076325   0.0261362035  -0.1006053031
   696.0   0.0000083568   0.0013606028   0.0003997716   1.6989083568   0.0195286028  -0.0871392284
   697.0   0.0000099390   0.0011905242   0.0003283761   1.6989099390   0.0138615242  -0.0732516239
   698.0   0.0000113455   0.0010264257   0.0002705110   1.6989113455   0.0091648257  -0.0590084890
   699.0   0.0000123445   0.0008749390   0.0002259983   1.6989123445   0.0054656390  -0.0444770017
   700.0   0.0000129621   0.0007464900   0.0001945521   1.6989129621   0.0027910900  -0.0297244479
   701.0   0.0000132836   0.0006567549   0.0001758564   1.6989132836   0.0011687349  -0.0148191436
   702.0   0.0000133817   0.0006238597   0.0001696544   1.6989133817   0.0006238598   0.0001677980
   703.0   0.0000132836   0.0006567580   0.0001758448   1.6989132836   0.0011677780   0.0151668448
   704.0   0.0000129621   0.0007464961   0.0001945283   1.6989129621   0.0027891961   0.0301095283
   705.0   0.0000123445   0.0008749484   0.0002259621   1.6989123445   0.0054627484   0.0449259621
   706.0   0.0000113455   0.0010264382   0.0002704619   1.6989113455   0.0091610382   0.0595464619
   707.0   0.0000099390   0.0011905416   0.0003283138   1.6989099390   0.0138575416   0.0739053138
   708.0   0.0000083568   0.0013606249   0.0003996964   1.6989083568   0.0195236249   0.0879356964
   709.0   0.0000076325   0.0015322310   0.0004846092   1.6989076325   0.0261292310   0.1015746092
   710.0   0.0000096869   0.0017021157   0.0005828187   1.6989096869   0.0336431157   0.1147528187
   711.0   0.0000149896   0.0018677762   0.0006938455   1.6989149896   0.0420257762   0.1274138455
   712.0   0.0000228619   0.0020272425   0.0008170095   1.6989228619   0.0512392425   0.1394970095
   713.0   0.0000330025   0.0021790139   0.0009515336   1.6989330025   0.0612400139   0.1509515336
   714.0   0.0000329611   0.0021482976   0.0009382658   1.6839329611   0.0612182976  -0.1490617342
   715.0   0.0000228285   0.0019986401   0.0008056228   1.6839228285   0.0512196401  -0.1378743772
   716.0   0.0000149644   0.0018413891   0.0006841773   1.6839149644   0.0420073891  -0.1260358227
   717.0   0.0000096697   0.0016780238   0.0005746965   1.6839096697   0.0336260238  -0.1135953035
   718.0   0.0000076217   0.0015104839   0.0004778519   1.6839076217   0.0261144839  -0.1006121481
   719.0   0.0000083469   0.0013412379   0.0003941172   1.6839083469   0.0195092379  -0.0871448828
   720.0   0.0000099261   0.0011734862   0.0003237239   1.6839099261   0.0138444862  -0.0732562761
   721.0   0.0000113288   0.0010116223   0.0002666732   1.6839113288   0.0091500223  -0.0590123268
   722.0   0.0000123246   0.0008621874   0.0002227895   1.6839123246   0.0054528874  -0.0444802105
   723.0   0.0000129398   0.0007354627   0.0001917897   1.6839129398   0.0027800627  -0.0297272103
   724.0   0.0000132601   0.0006469179   0.0001733606   1.6839132601   0.0011588979  -0.0148216394
   725.0   0.0000133577   0.0006144548   0.0001672473   1.6839133577   0.0006144549   0.0001653907
   726.0   0.0000132601   0.0006469210   0.0001733492   1.6839132601   0.0011579410   0.0151643492
   727.0   0.0000129398   0.0007354688   0.0001917664   1.6839129398   0.0027781688   0.0301067664
   728.0   0.0000123246   0.0008621967   0.0002227536   1.6839123246   0.0054499967   0.0449227536
   729.0   0.0000113289   0.0010116348   0.0002666247   1.6839113289   0.0091462348   0.0595426247
   730.0   0.0000099261   0.0011735030   0.0003236625   1.6839099261   0.0138405030   0.0739006625
   731.0   0.0000083469   0.0013412597   0.0003940431   1.6839083469   0.0195042597   0.0879300431
   732.0   0.0000076217   0.0015105110   0.0004777651   1.6839076217   0.0261075110   0.1015677651
   733.0   0.0000096697   0.0016780578   0.0005745978   1.6839096697   0.0336190578   0.1147445978
   734.0   0.0000149644   0.0018414306   0.0006840666   1.6839149644   0.0419994306   0.1274040666
   735.0   0.0000228285   0.0019986891   0.0008055015   1.6839228285   0.0512106891   0.1394855015
   736.0   0.0000329611   0.0021483537   0.0009381345   1.6839329611   0.0612093537   0.1509381345
   737.0   0.0000329162   0.0021176520   0.0009248682   1.6689329162   0.0611876520  -0.1490751318
   738.0   0.0000227928   0.0019701016   0.0007941167   1.6689227928   0.0511911016  -0.1378858833
   739.0   0.0000149377   0.0018150590   0.0006744015   1.6689149377   0.0419810590  -0.1260455985
   740.0   0.0000096515   0.0016539832   0.0005664793   1.6689096515   0.0336019832  -0.1136035207
   741.0   0.0000076101   0.0014887838   0.0004710124   1.6689076101   0.0260927838  -0.1006189876
   742.0   0.0000083362   0.0013218956   0.0003884687   1.6689083362   0.0194898956  -0.0871505313
   743.0   0.0000099123   0.0011564719   0.0003190775   1.6689099123   0.0138274719  -0.0732609225
   744.0   0.0000113112   0.0009968448   0.0002628411   1.6689113112   0.0091352448  -0.0590161589
   745.0   0.0000123035   0.0008494614   0.0002195855   1.6689123035   0.0054401614  -0.0444834145
   746.0   0.0000129163   0.0007244597   0.0001890316   1.6689129163   0.0027690597  -0.0297299684
   747.0   0.0000132351   0.0006371043   0.0001708685   1.6689132351   0.0011490843  -0.0148241315
   748.0   0.0000133322   0.0006050724   0.0001648437   1.6689133322   0.0006050725   0.0001629869
   749.0   0.0000132351   0.0006371073   0.0001708573   1.6689132351   0.0011481273   0.0151618573
   750.0   0.0000129163   0.0007244657   0.0001890086   1.6689129163   0.0027671657   0.0301040086
   751.0   0.0000123035   0.0008494703   0.0002195504   1.6689123035   0.0054372703   0.0449195504
   752.0   0.0000113112   0.0009968576   0.0002627932   1.6689113112   0.0091314576   0.0595387932
   753.0   0.0000099123   0.0011564890   0.0003190171   1.6689099123   0.0138234890   0.0738960171
   754.0   0.0000083362   0.0013219165   0.0003883956   1.6689083362   0.0194849165   0.0879243956
   755.0   0.0000076101   0.0014888106   0.0004709267   1.6689076101   0.0260858106   0.1015609267
   756.0   0.0000096515   0.0016540169   0.0005663818   1.6689096515   0.0335950169   0.1147363818
   757.0   0.0000149377   0.0018151003   0.0006742930   1.6689149377   0.0419731003   0.1273942930
   758.0   0.0000227928   0.0019701502   0.0007939977   1.6689227928   0.0511821502   0.1394739977
   759.0   0.0000329162   0.0021177079   0.0009247392   1.6689329162   0.0611787079   0.1509247392
   760.0   0.0000328675   0.0020870253   0.0009114787   1.6539328675   0.0611570253  -0.1490885213
   761.0   0.0000227547   0.0019415836   0.0007826183   1.6539227547   0.0511625836  -0.1378973817
   762.0   0.0000149095   0.0017887512   0.0006646329   1.6539149095   0.0419547512  -0.1260553671
   763.0   0.0000096323   0.0016299634   0.0005582685   1.6539096323   0.0335779634  -0.1136117315
   764.0   0.0000075976   0.0014671065   0.0004641792   1.6539075976   0.0260711065  -0.1006258208
   765.0   0.0000083246   0.0013025768   0.0003828264   1.6539083246   0.0194705768  -0.0871561736
   766.0   0.0000098976   0.0011394830   0.0003144375   1.6539098976   0.0138104830  -0.0732655625
   767.0   0.0000112924   0.0009820928   0.0002590146   1.6539112924   0.0091204928  -0.0590199854
   768.0   0.0000122813   0.0008367610   0.0002163869   1.6539122813   0.0054274610  -0.0444866131
   769.0   0.0000128916   0.0007134821   0.0001862778   1.6539128916   0.0027580821  -0.0297327222
   770.0   0.0000132088   0.0006273146   0.0001683802   1.6539132088   0.0011392946  -0.0148266198
   771.0   0.0000133054   0.0005957140   0.0001624435   1.6539133054   0.0005957141   0.0001605865
   772.0   0.0000132088   0.0006273177   0.0001683692   1.6539132088   0.0011383377   0.0151593692
   773.0   0.0000128916   0.0007134879   0.0001862551   1.6539128916   0.0027561879   0.0301012551
   774.0   0.0000122813   0.0008367699   0.0002163521   1.6539122813   0.0054245699   0.0449163521
   775.0   0.0000112925   0.0009821054   0.0002589675   1.6539112925   0.0091167054   0.0595349675
   776.0   0.0000098976   0.0011394992   0.0003143778   1.6539098976   0.0138064992   0.0738913778
   777.0   0.0000083246   0.0013025981   0.0003827543   1.6539083246   0.0194655981   0.0879187543
   778.0   0.0000075976   0.0014671331   0.0004640947   1.6539075976   0.0260641331   0.1015540947
   779.0   0.0000096323   0.0016299971   0.0005581726   1.6539096323   0.0335709971   0.1147281726
   780.0   0.0000149095   0.0017887899   0.0006645255   1.6539149095   0.0419467899   0.1273845255
   781.0   0.0000227547   0.0019416306   0.0007825008   1.6539227547   0.0511536306   0.1394625008
   782.0   0.0000328675   0.0020870823   0.0009113514   1.6539328675   0.0611480823   0.1509113514
   783.0   0.0000328151   0.0020564236   0.0008981003   1.6388328151   0.0611264236  -0.1491018997
   784.0   0.0000227142   0.0019130894   0.0007711306   1.6388227142   0.0511340894  -0.1379088694
   785.0   0.0000148798   0.0017624660   0.0006548733   1.6388148798   0.0419284660  -0.1260651267
   786.0   0.0000096121   0.0016059697   0.0005500661   1.6388096121   0.0335539697  -0.1136199339
   787.0   0.0000075842   0.0014454539   0.0004573536   1.6388075842   0.0260494539  -0.1006326464
   788.0   0.0000083121   0.0012832843   0.0003771914   1.6388083121   0.0194512843  -0.0871618086
   789.0   0.0000098819   0.0011225206   0.0003098040   1.6388098819   0.0137935206  -0.0732701960
   790.0   0.0000112727   0.0009673679   0.0002551942   1.6388112727   0.0091057679  -0.0590238058
   791.0   0.0000122579   0.0008240874   0.0002131934   1.6388122579   0.0054147874  -0.0444898066
   792.0   0.0000128655   0.0007025303   0.0001835286   1.6388128655   0.0027471303  -0.0297354714
   793.0   0.0000131811   0.0006175506   0.0001658958   1.6388131811   0.0011295306  -0.0148291042
   794.0   0.0000132772   0.0005863807   0.0001600472   1.6388132772   0.0005863808   0.0001581900
   795.0   0.0000131811   0.0006175535   0.0001658849   1.6388131811   0.0011285735   0.0151568849
   796.0   0.0000128655   0.0007025362   0.0001835063   1.6388128655   0.0027452362   0.0300985063
   797.0   0.0000122579   0.0008240965   0.0002131592   1.6388122579   0.0054118965   0.0449131592
   798.0   0.0000112727   0.0009673800   0.0002551478   1.6388112727   0.0091019800   0.0595311478
   799.0   0.0000098819   0.0011225368   0.0003097453   1.6388098819   0.0137895368   0.0738867453
   800.0   0.0000083122   0.0012833050   0.0003771204   1.6388083122   0.0194463050   0.0879131204
   801.0   0.0000075842   0.0014454806   0.0004572703   1.6388075842   0.0260424806   0.1015472703
   802.0   0.0000096121   0.0016060013   0.0005499713   1.6388096121   0.0335470013   0.1147199713
   803.0   0.0000148798   0.0017625052   0.0006547674   1.6388148798   0.0419205052   0.1273747674
   804.0   0.0000227142   0.0019131359   0.0007710143   1.6388227142   0.0511251359   0.1394510143
   805.0   0.0000328151   0.0020564795   0.0008979750   1.6388328151   0.0611174795   0.1508979750
   806.0   0.0000327589   0.0020258531   0.0008847363   1.6238327589   0.0610958531  -0.1491152637
   807.0   0.0000226712   0.0018846243   0.0007596550   1.6238226712   0.0511056243  -0.1379203450
   808.0   0.0000148485   0.0017362088   0.0006451242   1.6238148485   0.0419022088  -0.1260748758
   809.0   0.0000095908   0.0015820026   0.0005418731   1.6238095908   0.0335300026  -0.1136281269
   810.0   0.0000075700   0.0014238303   0.0004505366   1.6238075700   0.0260278303  -0.1006394634
   811.0   0.0000082988   0.0012640193   0.0003715640   1.6238082988   0.0194320193  -0.0871674360
   812.0   0.0000098652   0.0011055860   0.0003051776   1.6238098652   0.0137765860  -0.0732748224
   813.0   0.0000112518   0.0009526709   0.0002513801   1.6238112518   0.0090910709  -0.0590276199
   814.0   0.0000122333   0.0008114412   0.0002100055   1.6238122333   0.0054021412  -0.0444929945
   815.0   0.0000128380   0.0006916056   0.0001807840   1.6238128380   0.0027362056  -0.0297382160
   816.0   0.0000131520   0.0006078127   0.0001634156   1.6238131520   0.0011197927  -0.0148315844
   817.0   0.0000132475   0.0005770732   0.0001576547   1.6238132475   0.0005770733   0.0001557973
   818.0   0.0000131520   0.0006078156   0.0001634048   1.6238131520   0.0011188356   0.0151544048
   819.0   0.0000128380   0.0006916112   0.0001807620   1.6238128380   0.0027343112   0.0300957620
   820.0   0.0000122333   0.0008114500   0.0002099719   1.6238122333   0.0053992500   0.0449099719
   821.0   0.0000112518   0.0009526830   0.0002513344   1.6238112518   0.0090872830   0.0595273344
   822.0   0.0000098652   0.0011056017   0.0003051196   1.6238098652   0.0137726017   0.0738821196
   823.0   0.0000082988   0.0012640400   0.0003714940   1.6238082988   0.0194270400   0.0879074940
   824.0   0.0000075700   0.0014238559   0.0004504544   1.6238075700   0.0260208559   0.1015404544
   825.0   0.0000095908   0.0015820342   0.0005417798   1.6238095908   0.0335230342   0.1147117798
   826.0   0.0000148485   0.0017362479   0.0006450209   1.6238148485   0.0418942479   0.1273650209
   827.0   0.0000226712   0.0018846709   0.0007595405   1.6238226712   0.0510966709   0.1394395405
   828.0   0.0000327589   0.0020259069   0.0008846125   1.6238327589   0.0610869069   0.1508846125
   829.0   0.0000326988   0.0019953195   0.0008713908   1.6087326988   0.0610653195  -0.1491286092
   830.0   0.0000226257   0.0018561951   0.0007481947   1.6087226257   0.0510771951  -0.1379318053
   831.0   0.0000148156   0.0017099867   0.0006353890   1.6087148156   0.0418759867  -0.1260846110
   832.0   0.0000095685   0.0015580684   0.0005336913   1.6087095685   0.0335060684  -0.1136363087
   833.0   0.0000075549   0.0014022369   0.0004437287   1.6087075549   0.0260062369  -0.1006462713
   834.0   0.0000082845   0.0012447849   0.0003659452   1.6087082845   0.0194127849  -0.0871730548
   835.0   0.0000098475   0.0010886807   0.0003005586   1.6087098475   0.0137596807  -0.0732794414
   836.0   0.0000112297   0.0009380029   0.0002475725   1.6087112297   0.0090764029  -0.0590314275
   837.0   0.0000122073   0.0007988239   0.0002068231   1.6087122073   0.0053895239  -0.0444961769
   838.0   0.0000128092   0.0006807087   0.0001780444   1.6087128092   0.0027253087  -0.0297409556
   839.0   0.0000131214   0.0005981022   0.0001609395   1.6087131214   0.0011100822  -0.0148340605
   840.0   0.0000132163   0.0005677931   0.0001552662   1.6087132163   0.0005677932   0.0001534086
   841.0   0.0000131214   0.0005981050   0.0001609289   1.6087131214   0.0011091250   0.0151519289
   842.0   0.0000128092   0.0006807143   0.0001780229   1.6087128092   0.0027234143   0.0300930229
   843.0   0.0000122073   0.0007988323   0.0002067900   1.6087122073   0.0053866323   0.0449067900
   844.0   0.0000112297   0.0009380147   0.0002475276   1.6087112297   0.0090726147   0.0595235276
   845.0   0.0000098475   0.0010886964   0.0003005016   1.6087098475   0.0137556964   0.0738775016
   846.0   0.0000082846   0.0012448047   0.0003658764   1.6087082846   0.0194078047   0.0879018764
   847.0   0.0000075549   0.0014022618   0.0004436483   1.6087075549   0.0259992618   0.1015336483
   848.0   0.0000095685   0.0015580999   0.0005335996   1.6087095685   0.0334990999   0.1147035996
   849.0   0.0000148156   0.0017100253   0.0006352863   1.6087148156   0.0418680253   0.1273552863
   850.0   0.0000226257   0.0018562411   0.0007480818   1.6087226257   0.0510682411   0.1394280818
   851.0   0.0000326988   0.0019953718   0.0008712681   1.6087326988   0.0610563718   0.1508712681
   852.0   0.0000326347   0.0019648267   0.0008580652   1.5937326347   0.0610348267  -0.1491419348
   853.0   0.0000225776   0.0018278049   0.0007367516   1.5937225776   0.0510488049  -0.1379432484
   854.0   0.0000147810   0.0016838010   0.0006256680   1.5937147810   0.0418498010  -0.1260943320
   855.0   0.0000095451   0.0015341682   0.0005255224   1.5937095451   0.0334821682  -0.1136444776
   856.0   0.0000075389   0.0013806760   0.0004369321   1.5937075389   0.0259846760  -0.1006530679
   857.0   0.0000082693   0.0012255813   0.0003603356   1.5937082693   0.0193935813  -0.0871786644
   858.0   0.0000098288   0.0010718065   0.0002959476   1.5937098288   0.0137428065  -0.0732840524
   859.0   0.0000112065   0.0009233648   0.0002437719   1.5937112065   0.0090617648  -0.0590352281
   860.0   0.0000121801   0.0007862355   0.0002036469   1.5937121801   0.0053769355  -0.0444993531
   861.0   0.0000127790   0.0006698406   0.0001753097   1.5937127790   0.0027144406  -0.0297436903
   862.0   0.0000130893   0.0005884203   0.0001584680   1.5937130893   0.0011004003  -0.0148365320
   863.0   0.0000131836   0.0005585412   0.0001528820   1.5937131836   0.0005585413   0.0001510243
   864.0   0.0000130893   0.0005884231   0.0001584575   1.5937130893   0.0010994431   0.0151494575
   865.0   0.0000127790   0.0006698462   0.0001752885   1.5937127790   0.0027125462   0.0300902885
   866.0   0.0000121801   0.0007862438   0.0002036141   1.5937121801   0.0053740438   0.0449036141
   867.0   0.0000112065   0.0009233764   0.0002437276   1.5937112065   0.0090579764   0.0595197276
   868.0   0.0000098288   0.0010718218   0.0002958915   1.5937098288   0.0137388218   0.0738728915
   869.0   0.0000082694   0.0012256014   0.0003602677   1.5937082694   0.0193886014   0.0878962677
   870.0   0.0000075389   0.0013807011   0.0004368527   1.5937075389   0.0259777011   0.1015268527
   871.0   0.0000095451   0.0015341990   0.0005254318   1.5937095451   0.0334751990   0.1146954318
   872.0   0.0000147810   0.0016838395   0.0006255673   1.5937147810   0.0418418395   0.1273455673
   873.0   0.0000225776   0.0018278497   0.0007366406   1.5937225776   0.0510398497   0.1394166406
   874.0   0.0000326347   0.0019648799   0.0008579448   1.5937326347   0.0610258799   0.1508579448
   875.0   0.0000325666   0.0019343824   0.0008447642   1.5787325666   0.0610043824  -0.1491552358
   876.0   0.0000225268   0.0017994588   0.0007253295   1.5787225268   0.0510204588  -0.1379546705
   877.0   0.0000147448   0.0016576578   0.0006159643   1.5787147448   0.0418236578  -0.1261040357
   878.0   0.0000095206   0.0015103071   0.0005173672   1.5787095206   0.0334583071  -0.1136526328
   879.0   0.0000075220   0.0013591522   0.0004301476   1.5787075220   0.0259631522  -0.1006598524
   880.0   0.0000082532   0.0012064125   0.0003547359   1.5787082532   0.0193744125  -0.0871842641
   881.0   0.0000098089   0.0010549647   0.0002913451   1.5787098089   0.0137259647  -0.0732886549
   882.0   0.0000111820   0.0009087582   0.0002399784   1.5787111820   0.0090471582  -0.0590390216
   883.0   0.0000121516   0.0007736778   0.0002004765   1.5787121516   0.0053643778  -0.0445025235
   884.0   0.0000127473   0.0006590024   0.0001725804   1.5787127473   0.0027036024  -0.0297464196
   885.0   0.0000130557   0.0005787677   0.0001560010   1.5787130557   0.0010907477  -0.0148389990
   886.0   0.0000131493   0.0005493191   0.0001505023   1.5787131493   0.0005493192   0.0001486444
   887.0   0.0000130557   0.0005787707   0.0001559907   1.5787130557   0.0010897907   0.0151469907
   888.0   0.0000127473   0.0006590078   0.0001725594   1.5787127473   0.0027017078   0.0300875594
   889.0   0.0000121516   0.0007736860   0.0002004444   1.5787121516   0.0053614860   0.0449004444
   890.0   0.0000111820   0.0009087697   0.0002399347   1.5787111820   0.0090433697   0.0595159347
   891.0   0.0000098089   0.0010549799   0.0002912899   1.5787098089   0.0137219799   0.0738682899
   892.0   0.0000082532   0.0012064324   0.0003546691   1.5787082532   0.0193694324   0.0878906691
   893.0   0.0000075220   0.0013591766   0.0004300694   1.5787075220   0.0259561766   0.1015200694
   894.0   0.0000095206   0.0015103377   0.0005172784   1.5787095206   0.0334513377   0.1146872784
   895.0   0.0000147448   0.0016576941   0.0006158651   1.5787147448   0.0418156941   0.1273358651
   896.0   0.0000225267   0.0017995026   0.0007252203   1.5787225267   0.0510115026   0.1394052203
   897.0   0.0000325666   0.0019344335   0.0008446459   1.5787325666   0.0609954335   0.1508446459
   898.0   0.0000324944   0.0019039918   0.0008314908   1.5636324944   0.0609739918  -0.1491685092
   899.0   0.0000224732   0.0017711627   0.0007139294   1.5636224732   0.0509921627  -0.1379660706
   900.0   0.0000147068   0.0016315590   0.0006062797   1.5636147068   0.0417975590  -0.1261137203
   901.0   0.0000094950   0.0014864880   0.0005092279   1.5636094950   0.0334344880  -0.1136607721
   902.0   0.0000075042   0.0013376667   0.0004233753   1.5636075042   0.0259416667  -0.1006666247
